t,regime,prediction,target,abs_error,alpha_final
12219,1,-1.655614,-1.627207,0.028406978,0.6625044
12220,1,-1.4644386,-1.3635325,0.100906014,0.6689084
12221,1,-1.1450088,-0.98447466,0.16053414,0.67709154
12222,1,-0.6626729,-0.5775738,0.0850991,0.6797261
12223,1,-0.19425099,-0.004483681,0.1897673,0.66536146
12224,1,0.48509192,0.47650248,0.008589447,0.63599527
12225,1,0.90313256,0.71478933,0.18834323,0.5933285
12226,1,0.9988307,0.9058652,0.09296548,0.5588007
12227,1,1.091802,0.9549859,0.13681608,0.54356825
12228,1,1.0561136,0.9839367,0.07217687,0.5280345
12229,1,1.0345951,0.9261106,0.10848451,0.52465034
12230,1,0.9349278,0.95882016,0.023892343,0.519488
12231,1,0.9633174,0.8428161,0.12050128,0.52629393
12232,1,0.8164154,0.8041795,0.0122359395,0.5188606
12233,1,0.7781233,0.56995344,0.20816988,0.5284981
12234,1,0.48941118,0.32676297,0.1626482,0.52704835
12235,1,0.19412597,0.21948817,0.025362208,0.54615265
12236,1,0.10667004,0.16091092,0.054240882,0.5672186
12237,1,0.08070688,-0.09324848,0.17395535,0.57643086
12238,1,-0.25891662,-0.2946883,0.035771698,0.580737
12239,1,-0.48869795,-0.3753916,0.11330634,0.6004601
12240,1,-0.5186145,-0.5510971,0.032482624,0.61630034
12241,1,-0.7267072,-0.66466016,0.062047064,0.6184676
12242,1,-0.8216623,-0.90053356,0.07887125,0.62940496
12243,1,-1.1096741,-1.028301,0.081373096,0.6269172
12244,1,-1.1993922,-1.1166811,0.0827111,0.6395798
12245,1,-1.2460693,-1.2170181,0.029051185,0.64458895
12246,1,-1.3296868,-1.3232553,0.0064314604,0.6445887
12247,1,-1.4243225,-1.4046596,0.019662857,0.64459205
12248,1,-1.4820998,-1.5643892,0.08228946,0.6469753
12249,1,-1.6478721,-1.7245193,0.07664716,0.6387216
12250,1,-1.786225,-1.9529762,0.16675127,0.63692963
12251,1,-1.9818242,-2.0316508,0.049826622,0.626246
12252,1,-1.9895097,-2.0688872,0.07937753,0.6401098
12253,1,-1.9771296,-2.092387,0.11525738,0.64362055
12254,1,-1.9719139,-2.1041627,0.13224876,0.64456826
12255,1,-1.9665807,-2.097743,0.13116229,0.6455302
12256,1,-1.9488412,-2.1277008,0.17885959,0.64748114
12257,1,-1.9805117,-1.919564,0.060947657,0.6432366
12258,1,-1.70973,-1.7220218,0.012291789,0.6695262
12259,1,-1.5086178,-1.475452,0.033165812,0.6707769
12260,1,-1.2461165,-1.169247,0.07686949,0.67601395
12261,1,-0.8987136,-0.76860553,0.13010806,0.67839867
12262,1,-0.4099561,-0.22836138,0.18159471,0.67391217
12263,1,0.25074452,0.1809517,0.06979282,0.6511038
12264,1,0.5985491,0.60317653,0.0046274066,0.61136687
12265,1,0.9579334,0.85931915,0.098614275,0.5804419
12266,1,1.102111,0.9327728,0.16933817,0.55171806
12267,1,1.0699632,0.9719241,0.09803909,0.5314709
12268,1,1.0440836,0.91782784,0.12625575,0.5262238
12269,1,0.9388701,0.9086001,0.03026998,0.5203033
12270,1,0.9116317,0.82088286,0.09074885,0.5250578
12271,1,0.7989148,0.59667057,0.20224422,0.5228728
12272,1,0.52167344,0.5233091,0.0016356707,0.525898
12273,1,0.4601767,0.3544262,0.1057505,0.5451648
12274,1,0.2601874,0.24119042,0.018996969,0.5503602
12275,1,0.1472043,0.08665658,0.060547717,0.56484807
12276,1,-0.03133124,0.027672976,0.059004217,0.5744405
12277,1,-0.05874364,-0.11291108,0.054167442,0.58763885
12278,1,-0.22988614,-0.27803,0.048143864,0.5921013
12279,1,-0.42968738,-0.48820633,0.058518946,0.6024247
12280,1,-0.6856242,-0.4927121,0.19291207,0.6120151
12281,1,-0.59384996,-0.64825034,0.054400384,0.629936
12282,1,-0.7960258,-0.82347983,0.027454019,0.6249977
12283,1,-1.0014033,-0.97532517,0.026078165,0.6300881
12284,1,-1.1485727,-1.1153693,0.033203363,0.6363189
12285,1,-1.2728946,-1.1949188,0.07797587,0.6398639
12286,1,-1.3100086,-1.2934928,0.016515851,0.6463014
12287,1,-1.3940061,-1.4011782,0.0071721077,0.64520925
12288,1,-1.4909397,-1.431283,0.05965674,0.6445046
12289,1,-1.4770483,-1.5681345,0.09108627,0.6517353
12290,1,-1.6294302,-1.7307415,0.101311326,0.64091384
12291,1,-1.7837046,-1.8029616,0.01925695,0.6365996
12292,1,-1.808103,-1.8641163,0.056013346,0.6445646
12293,1,-1.8356466,-1.9237905,0.088143826,0.6447517
12294,1,-1.8714917,-2.0167694,0.14527774,0.6439398
12295,1,-1.9489458,-1.8979216,0.0510242,0.6389303
12296,1,-1.7635235,-1.7455258,0.017997622,0.6616567
12297,1,-1.5830244,-1.6554565,0.07243216,0.6665566
12298,1,-1.5229324,-1.387599,0.13533342,0.66171193
12299,1,-1.1781718,-1.0992508,0.07892096,0.67753524
12300,1,-0.8477863,-0.7196046,0.1281817,0.6758692
12301,1,-0.3829888,-0.12828659,0.2547022,0.6704757
12302,1,0.36826873,0.4368835,0.06861478,0.6464506
12303,1,0.9094769,0.7780905,0.1313864,0.6015198
12304,1,1.1093738,0.99677825,0.11259556,0.56331056
12305,1,1.2044756,1.1326336,0.071842074,0.5414784
12306,1,1.24845,1.2120198,0.03643024,0.5280374
12307,1,1.263862,1.066397,0.19746506,0.51965564
12308,1,1.0622379,1.024533,0.037704825,0.50378245
12309,1,1.0020772,0.96415913,0.03791809,0.515867
12310,1,0.93147707,0.8126703,0.11880678,0.51717836
12311,1,0.757079,0.6777302,0.0793488,0.51741886
12312,1,0.6097611,0.41071942,0.1990417,0.5280607
12313,1,0.28530955,0.35956252,0.07425296,0.53698117
12314,1,0.27747524,0.13315317,0.14432207,0.5603172
12315,1,-0.0058045536,-0.10880893,0.10300437,0.5642324
12316,1,-0.30020785,-0.33253378,0.032325923,0.58302957
12317,1,-0.5505932,-0.4258645,0.12472871,0.6011321
12318,1,-0.58760613,-0.5193282,0.068277955,0.6184236
12319,1,-0.6566835,-0.6676269,0.010943413,0.62388366
12320,1,-0.82703424,-0.6897373,0.13729692,0.62650084
12321,1,-0.7863064,-0.90003204,0.11372566,0.638391
12322,1,-1.0718967,-1.1298364,0.057939768,0.62921
12323,1,-1.3297335,-1.3030282,0.026705265,0.6317732
12324,1,-1.4726032,-1.2968166,0.17578661,0.6382579
12325,1,-1.3650924,-1.4376389,0.07254648,0.65482426
12326,1,-1.5248137,-1.5507307,0.025917053,0.6412802
12327,1,-1.6211094,-1.620669,0.00044035912,0.64334595
12328,1,-1.6571102,-1.7622124,0.10510218,0.6469353
12329,1,-1.7920288,-1.8211651,0.0291363,0.6382611
12330,1,-1.809108,-1.964968,0.15585995,0.64561373
12331,1,-1.9385854,-2.1352322,0.19664681,0.6347023
12332,1,-2.073114,-2.1583962,0.085282326,0.6285789
12333,1,-2.0380957,-2.0333962,0.0046994686,0.64332825
12334,1,-1.8573866,-2.0254855,0.16809893,0.66018516
12335,1,-1.8733048,-1.8843066,0.011001706,0.6489379
12336,1,-1.7076895,-1.9331396,0.22545004,0.6639148
12337,1,-1.8187265,-1.7370983,0.0816282,0.64486766
12338,1,-1.5629,-1.3858958,0.1770041,0.6705117
12339,1,-1.1036695,-0.99624264,0.10742688,0.6839317
12340,1,-0.64267915,-0.6649418,0.022262633,0.6807548
12341,1,-0.32573748,-0.2492945,0.07644297,0.6647488
12342,1,0.13884391,0.18773153,0.048887625,0.64528024
12343,1,0.5819986,0.50646156,0.075537026,0.6126478
12344,1,0.82050943,0.83404386,0.013534427,0.579558
12345,1,1.0815564,0.9534076,0.12814885,0.5590354
12346,1,1.10247,1.0585598,0.043910265,0.53463125
12347,1,1.1454276,1.0035293,0.14189827,0.5282769
12348,1,1.0316923,0.8565424,0.17514986,0.51564777
12349,1,0.8357763,0.7531188,0.082657516,0.515104
12350,1,0.71220267,0.5735044,0.13869828,0.5257783
12351,1,0.49759847,0.51686496,0.019266486,0.5317013
12352,1,0.45982277,0.3426896,0.11713317,0.54716384
12353,1,0.2495492,0.11913153,0.13041767,0.5508802
12354,1,-0.026566252,-0.058120463,0.03155421,0.5656808
12355,1,-0.2202747,-0.1988472,0.021427497,0.5845402
12356,1,-0.3556419,-0.36631343,0.010671526,0.5987322
12357,1,-0.53972787,-0.3948108,0.14491707,0.60824937
12358,1,-0.49817967,-0.60832524,0.11014557,0.62197673
12359,1,-0.78722775,-0.7624721,0.024755657,0.6180395
12360,1,-0.9434671,-0.78791344,0.15555364,0.6298377
12361,1,-0.8952322,-0.91346204,0.018229842,0.64201045
12362,1,-1.0451086,-1.0303303,0.014778256,0.6371745
12363,1,-1.1640201,-1.1386129,0.025407195,0.64060277
12364,1,-1.2629907,-1.3532313,0.0902406,0.6430659
12365,1,-1.5048167,-1.4868511,0.017965555,0.6343946
12366,1,-1.5996581,-1.7240378,0.124379635,0.6417661
12367,1,-1.8222975,-1.7589848,0.06331265,0.62925345
12368,1,-1.7743242,-1.8196524,0.04532826,0.64881146
12369,1,-1.8015124,-1.9342917,0.13277936,0.6454662
12370,1,-1.9023886,-1.9701651,0.06777656,0.63822323
12371,1,-1.9006022,-1.9601357,0.059533477,0.64553505
12372,1,-1.8603301,-1.9921335,0.1318034,0.6502599
12373,1,-1.8901705,-1.9370797,0.046909213,0.6455415
12374,1,-1.8108579,-1.942466,0.13160813,0.65501946
12375,1,-1.8293167,-1.8874302,0.058113456,0.6490294
12376,1,-1.7640628,-1.6613348,0.10272801,0.65576196
12377,1,-1.4705423,-1.5001253,0.029582977,0.6737001
12378,1,-1.329424,-1.1093178,0.22010624,0.66882527
12379,1,-0.79904413,-0.6668272,0.13221693,0.6834086
12380,1,-0.26077127,-0.13661599,0.12415528,0.6720727
12381,1,0.34713066,0.30272204,0.04440862,0.6437892
12382,1,0.7267697,0.73649335,0.009723663,0.60367835
12383,1,1.0806805,1.043159,0.03752148,0.5728358
12384,1,1.272353,1.1880617,0.08429134,0.54706985
12385,1,1.3118337,1.2091612,0.10267258,0.52679116
12386,1,1.2580161,1.0579381,0.20007801,0.5140716
12387,1,1.0506997,0.9182863,0.13241339,0.5036473
12388,1,0.87809145,0.86548805,0.012603402,0.51214814
12389,1,0.8256134,0.63139963,0.19421375,0.5234387
12390,1,0.5463809,0.4927745,0.05360639,0.52238584
12391,1,0.40148085,0.3095545,0.091926366,0.54170936
12392,1,0.19237576,0.13101122,0.061364546,0.5528869
12393,1,-0.007400632,0.07970341,0.087104045,0.56857604
12394,1,-0.011529967,-0.0064127217,0.0051172455,0.5839331
12395,1,-0.09367664,-0.2248541,0.13117746,0.5881469
12396,1,-0.38616115,-0.3498972,0.036263943,0.59396833
12397,1,-0.50338316,-0.47325262,0.030130535,0.61082304
12398,1,-0.62420624,-0.6778781,0.053671837,0.6186898
12399,1,-0.87347114,-0.82602656,0.047444582,0.62199134
12400,1,-1.0092455,-1.062093,0.052847505,0.63258094
12401,1,-1.2732282,-1.2457485,0.027479649,0.6302797
12402,1,-1.4296095,-1.3717796,0.057829976,0.6370442
12403,1,-1.5056998,-1.5045717,0.0011280775,0.64279133
12404,1,-1.6063937,-1.5887196,0.017674088,0.6417495
12405,1,-1.6470501,-1.6458119,0.0012382269,0.6458421
12406,1,-1.6681789,-1.6092387,0.058940172,0.64793754
12407,1,-1.5789398,-1.8574393,0.27849948,0.6571297
12408,1,-1.8769708,-2.0306988,0.15372801,0.62599844
12409,1,-2.0127482,-2.0068326,0.005915642,0.63041425
12410,1,-1.916433,-2.1387916,0.22235858,0.65084004
12411,1,-2.0404153,-2.0695107,0.029095411,0.6325025
12412,1,-1.9196438,-2.0754383,0.1557945,0.6542131
12413,1,-1.929562,-1.9765084,0.046946406,0.6466556
12414,1,-1.8093041,-1.8290489,0.019744754,0.6586151
12415,1,-1.6489182,-1.6697373,0.020819187,0.6651923
12416,1,-1.4932045,-1.5130048,0.019800305,0.66783917
12417,1,-1.3505406,-1.1930248,0.15751588,0.6684111
12418,1,-0.93808484,-0.8993761,0.038708746,0.6797705
12419,1,-0.6259808,-0.43450594,0.19147485,0.67126405
12420,1,-0.030162558,0.17473088,0.20489344,0.6606786
12421,1,0.6716001,0.5061171,0.165483,0.62389773
12422,1,0.871565,0.76784074,0.10372424,0.5805447
12423,1,1.0250224,0.8237231,0.20129931,0.55745864
12424,1,0.96856785,0.9837911,0.015223265,0.53602743
12425,1,1.0860792,0.9688516,0.117227614,0.5368336
12426,1,1.0135748,0.97484976,0.038725078,0.52126265
12427,1,0.99182355,0.80636907,0.18545449,0.52294016
12428,1,0.775342,0.6281827,0.14715928,0.5162341
12429,1,0.55988824,0.570697,0.010808766,0.5277045
12430,1,0.5171792,0.39799437,0.11918482,0.5429625
12431,1,0.30998695,0.25482273,0.055164218,0.54638314
12432,1,0.15205233,0.20402046,0.051968127,0.56106573
12433,1,0.13284828,0.056839626,0.07600865,0.5734377
12434,1,-0.04748045,-0.07669015,0.029209703,0.57760024
12435,1,-0.19782212,-0.34617653,0.14835441,0.58981425
12436,1,-0.554129,-0.38675895,0.16737005,0.5980841
12437,1,-0.51383,-0.6724004,0.15857041,0.62044144
12438,1,-0.8972671,-0.68716705,0.21010005,0.61460125
12439,1,-0.807852,-0.94211686,0.13426483,0.6389037
12440,1,-1.1431496,-1.0805534,0.0625962,0.62622744
12441,1,-1.2515345,-1.3381392,0.086604714,0.6395088
12442,1,-1.5269607,-1.4192543,0.10770643,0.63031167
12443,1,-1.5306653,-1.6272845,0.09661925,0.64698344
12444,1,-1.731703,-1.6941826,0.03752041,0.63337934
12445,1,-1.7332906,-1.775673,0.04238248,0.6464796
12446,1,-1.7818137,-1.7573556,0.02445817,0.64403015
12447,1,-1.7127861,-1.7546487,0.041862607,0.65397024
12448,1,-1.6969923,-1.8368163,0.13982403,0.65250635
12449,1,-1.7964026,-1.8769748,0.08057225,0.64308095
12450,1,-1.8217334,-1.9101882,0.08845484,0.64663434
12451,1,-1.8407416,-1.8366681,0.0040735006,0.6467983
12452,1,-1.7287893,-1.7767174,0.047928095,0.65822476
12453,1,-1.6666309,-1.7233931,0.05676222,0.65769434
12454,1,-1.6222526,-1.5073776,0.11487496,0.65766954
12455,1,-1.3388872,-1.2616687,0.07721853,0.6734718
12456,1,-1.0540837,-0.9783311,0.075752616,0.674914
12457,1,-0.73077583,-0.61963457,0.111141264,0.6727749
12458,1,-0.29956585,-0.16056082,0.13900504,0.664398
12459,1,0.24628945,0.26593098,0.019641533,0.6414509
12460,1,0.6561753,0.6247412,0.03143412,0.6057215
12461,1,0.9417263,0.9371351,0.0045912266,0.57430786
12462,1,1.1690797,1.1105549,0.058524728,0.5524068
12463,1,1.2491009,1.1409619,0.10813904,0.53242075
12464,1,1.2041548,1.2516202,0.047465324,0.51762336
12465,1,1.2767367,1.1521257,0.12461102,0.5213237
12466,1,1.1367084,1.0058905,0.13081789,0.5044372
12467,1,0.9620936,0.7894259,0.17266768,0.50674415
12468,1,0.7127289,0.6099799,0.10274899,0.5128718
12469,1,0.5148486,0.5652882,0.050439596,0.528948
12470,1,0.5026085,0.3720461,0.13056237,0.5445223
12471,1,0.27138466,0.24073708,0.030647576,0.5467274
12472,1,0.13592757,0.14648515,0.010557577,0.5633064
12473,1,0.053006098,-0.11360071,0.16660681,0.5745762
12474,1,-0.29012102,-0.28166392,0.008457094,0.5818478
12475,1,-0.46314466,-0.46498775,0.0018430948,0.602428
12476,1,-0.6606572,-0.63732016,0.023337066,0.6130092
12477,1,-0.83496875,-0.84827274,0.013303995,0.6230236
12478,1,-1.0636936,-0.9783909,0.08530277,0.62767375
12479,1,-1.1548138,-1.1231847,0.031629086,0.6383447
12480,1,-1.2831382,-1.2618693,0.021268845,0.639531
12481,1,-1.4022326,-1.408373,0.0061403513,0.64133126
12482,1,-1.530356,-1.4053746,0.1249814,0.64081395
12483,1,-1.4490755,-1.5170484,0.0679729,0.65480787
12484,1,-1.5729609,-1.6923162,0.11935532,0.64370483
12485,1,-1.7539365,-1.7406449,0.013291597,0.6358458
12486,1,-1.749346,-1.8358538,0.0865078,0.647738
12487,1,-1.8257233,-1.9866025,0.16087925,0.6417966
12488,1,-1.958759,-1.9563466,0.0024123192,0.6335871
12489,1,-1.8669584,-1.9648793,0.097920895,0.6523059
12490,1,-1.8629694,-1.9731687,0.11019933,0.6483472
12491,1,-1.8654116,-1.9044454,0.03903377,0.64823174
12492,1,-1.7747685,-1.7436589,0.031109571,0.6568248
12493,1,-1.5795925,-1.4614172,0.11817527,0.6673276
12494,1,-1.2279568,-1.2848892,0.05693245,0.67887455
12495,1,-1.0981176,-0.8738603,0.22425729,0.6695185
12496,1,-0.53999543,-0.4694855,0.07050994,0.67850417
12497,1,-0.084153764,-0.010244889,0.07390887,0.65909684
12498,1,0.411721,0.4178237,0.006102711,0.6298689
12499,1,0.79931533,0.87554467,0.076229334,0.59407455
12500,1,1.1885781,1.0383658,0.15021229,0.566944
12501,1,1.2233025,1.223756,0.00045347214,0.53453046
12502,1,1.3268236,1.2844342,0.042389393,0.52936083
12503,1,1.3211771,1.2231874,0.09798968,0.5153845
12504,1,1.2145644,1.0847096,0.1298548,0.5054084
12505,1,1.0453781,1.0888422,0.043464065,0.5036098
12506,1,1.0532944,0.8618564,0.19143802,0.5172987
12507,1,0.793342,0.76810557,0.025236428,0.5072635
12508,1,0.70394254,0.5856495,0.11829305,0.5256864
12509,1,0.49765915,0.37505662,0.12260252,0.53051525
12510,1,0.2536444,0.310722,0.057077587,0.54494095
12511,1,0.2253557,0.093782246,0.13157345,0.5632377
12512,1,-0.045613885,-0.14142926,0.095815375,0.5684197
12513,1,-0.33168676,-0.23935145,0.09233531,0.58618027
12514,1,-0.38789684,-0.4766478,0.08875096,0.6054094
12515,1,-0.68495905,-0.62170494,0.06325412,0.6089884
12516,1,-0.8104784,-0.7152773,0.095201075,0.62467897
12517,1,-0.8657587,-0.850534,0.015224695,0.63331145
12518,1,-1.0064948,-1.0439515,0.03745675,0.63450325
12519,1,-1.2251676,-1.0908799,0.13428771,0.6338905
12520,1,-1.2039449,-1.2075003,0.003555417,0.64793617
12521,1,-1.3225167,-1.4405421,0.11802542,0.6430111
12522,1,-1.5847515,-1.5983166,0.0135650635,0.6324212
12523,1,-1.7032728,-1.5564333,0.1468395,0.6386102
12524,1,-1.5618117,-1.7352144,0.17340267,0.65795857
12525,1,-1.7699572,-1.7611158,0.008841395,0.63492733
