t,regime,y,delta,abs_delta,z,alpha,mu1,mu2,mu3,prediction,target,abs_error
12085,1,-0.7645909786224365,-0.19452416896820068,0.19452416896820068,0.3660379648208618,0.4113149642944336,0.03905472904443741,0.5792585611343384,0.3816866874694824,-0.6985516548156738,-0.7645909786224365,0.0660393238067627
12086,1,-0.9630712866783142,-0.19848030805587769,0.19848030805587769,0.3688177466392517,0.4131026268005371,0.03860301896929741,0.5775366425514221,0.38386040925979614,-0.9287261962890625,-0.9630712866783142,0.03434509038925171
12087,1,-1.1464927196502686,-0.18342143297195435,0.18342143297195435,0.38063469529151917,0.4207294285297394,0.03673110157251358,0.5701286792755127,0.3931402266025543,-1.1432909965515137,-1.1464927196502686,0.003201723098754883
12088,1,-1.335569977760315,-0.1890772581100464,0.1890772581100464,0.39341744780540466,0.4290255308151245,0.03479217365384102,0.5619627237319946,0.40324509143829346,-1.3201000690460205,-1.335569977760315,0.015469908714294434
12089,1,-1.4156484603881836,-0.08007848262786865,0.08007848262786865,0.40550026297569275,0.436906099319458,0.03303906321525574,0.5541074872016907,0.412853479385376,-1.4938830137252808,-1.4156484603881836,0.07823455333709717
12090,1,-1.5339428186416626,-0.118294358253479,0.118294358253479,0.41814160346984863,0.44518551230430603,0.03128509223461151,0.5457571148872375,0.42295777797698975,-1.5163954496383667,-1.5339428186416626,0.0175473690032959
12091,1,-1.6500478982925415,-0.1161050796508789,0.1161050796508789,0.4235817492008209,0.44875800609588623,0.03055485524237156,0.5421246290206909,0.42732056975364685,-1.6096745729446411,-1.6500478982925415,0.04037332534790039
12092,1,-1.7143830060958862,-0.06433510780334473,0.06433510780334473,0.4316626787185669,0.45407363772392273,0.02949676662683487,0.5366879105567932,0.43381527066230774,-1.7001479864120483,-1.7143830060958862,0.01423501968383789
12093,1,-1.9424681663513184,-0.22808516025543213,0.22808516025543213,0.4391111135482788,0.45898160338401794,0.028549186885356903,0.5316356420516968,0.43981510400772095,-1.7247728109359741,-1.9424681663513184,0.21769535541534424
12094,1,-1.999566912651062,-0.05709874629974365,0.05709874629974365,0.4461682140827179,0.46363794803619385,0.027675379067659378,0.5268145203590393,0.44551005959510803,-1.9580857753753662,-1.999566912651062,0.0414811372756958
12095,1,-2.029700756072998,-0.030133843421936035,0.030133843421936035,0.4590274691581726,0.4721347391605377,0.02614165097475052,0.5179497003555298,0.4559086561203003,-1.951359748840332,-2.029700756072998,0.07834100723266602
12096,1,-2.1108765602111816,-0.0811758041381836,0.0811758041381836,0.4624318778514862,0.4743860960006714,0.02574797160923481,0.5155866742134094,0.4586653709411621,-1.9366343021392822,-2.1108765602111816,0.17424225807189941
12097,1,-2.2026665210723877,-0.09178996086120605,0.09178996086120605,0.46549877524375916,0.4764147698879242,0.025397682562470436,0.5134524703025818,0.46114984154701233,-2.001391649246216,-2.2026665210723877,0.20127487182617188
12098,1,-2.1641645431518555,0.03850197792053223,0.03850197792053223,0.4713183343410492,0.48026520013809204,0.024744195863604546,0.5093891620635986,0.46586665511131287,-2.072360038757324,-2.1641645431518555,0.09180450439453125
12099,1,-2.1058406829833984,0.05832386016845703,0.05832386016845703,0.4746944010257721,0.48249930143356323,0.024371754378080368,0.5070240497589111,0.4686042070388794,-1.986851692199707,-2.1058406829833984,0.1189889907836914
12100,1,-2.0360803604125977,0.06976032257080078,0.06976032257080078,0.47179120779037476,0.48057806491851807,0.02469172514975071,0.5090581774711609,0.4662500321865082,-1.908461093902588,-2.0360803604125977,0.12761926651000977
12101,1,-1.7439090013504028,0.2921713590621948,0.2921713590621948,0.4677775502204895,0.47792235016822815,0.0251400638371706,0.5118635296821594,0.4629964530467987,-1.8355023860931396,-1.7439090013504028,0.09159338474273682
12102,1,-1.621067762374878,0.1228412389755249,0.1228412389755249,0.4611849784851074,0.47356143593788147,0.025891579687595367,0.5164529085159302,0.45765551924705505,-1.4702775478363037,-1.621067762374878,0.15079021453857422
12103,1,-1.3828927278518677,0.23817503452301025,0.23817503452301025,0.44400495290756226,0.462210088968277,0.027940772473812103,0.5282958149909973,0.44376340508461,-1.4058630466461182,-1.3828927278518677,0.02297031879425049
12104,1,-1.0375736951828003,0.3453190326690674,0.3453190326690674,0.43700140714645386,0.4575907588005066,0.02881491370499134,0.5330705642700195,0.4381144940853119,-1.1501904726028442,-1.0375736951828003,0.11261677742004395
12105,1,-0.4774918854236603,0.5600818395614624,0.5600818395614624,0.42604860663414,0.4503795802593231,0.030228497460484505,0.5404700636863708,0.4293014705181122,-0.7417166233062744,-0.4774918854236603,0.26422473788261414
12106,1,-0.08659683167934418,0.3908950686454773,0.3908950686454773,0.41670018434524536,0.44423988461494446,0.03148103505373001,0.5467157959938049,0.42180323600769043,-0.021976441144943237,-0.08659683167934418,0.06462039053440094
12107,1,0.33131176233291626,0.41790860891342163,0.41790860891342163,0.3819374144077301,0.42157280445098877,0.036529459059238434,0.569303572177887,0.3941669762134552,0.33660975098609924,0.33131176233291626,0.005297988653182983
12108,1,0.6277415752410889,0.2964298129081726,0.2964298129081726,0.3560730218887329,0.40492814779281616,0.04071025177836418,0.585364580154419,0.37392517924308777,0.7239348888397217,0.6277415752410889,0.09619331359863281
12109,1,0.916319727897644,0.2885781526565552,0.2885781526565552,0.31888052821159363,0.38142654299736023,0.04741073027253151,0.6071577072143555,0.34543153643608093,0.9346895217895508,0.916319727897644,0.01836979389190674
12110,1,0.936997652053833,0.020677924156188965,0.020677924156188965,0.28753575682640076,0.3621005415916443,0.053736601024866104,0.6241738796234131,0.3220895230770111,1.1444361209869385,0.936997652053833,0.20743846893310547
12111,1,0.9668489694595337,0.029851317405700684,0.029851317405700684,0.25963419675827026,0.34532612562179565,0.05992821231484413,0.6381660103797913,0.3019058406352997,1.0779112577438354,0.9668489694595337,0.11106228828430176
12112,1,0.9984497427940369,0.031600773334503174,0.031600773334503174,0.2570454478263855,0.3437918424606323,0.060530632734298706,0.6394057273864746,0.30006369948387146,1.051281213760376,0.9984497427940369,0.05283147096633911
12113,1,0.8374938368797302,-0.16095590591430664,0.16095590591430664,0.25347739458084106,0.3416835367679596,0.0613689050078392,0.6410976648330688,0.29753345251083374,1.0465154647827148,0.8374938368797302,0.20902162790298462
12114,1,0.5948456525802612,-0.242648184299469,0.242648184299469,0.25296512246131897,0.3413814306259155,0.061490003019571304,0.6413390040397644,0.2971709966659546,0.8401681184768677,0.5948456525802612,0.24532246589660645
12115,1,0.5177037715911865,-0.07714188098907471,0.07714188098907471,0.26950711011886597,0.3512125313282013,0.05767485871911049,0.6333453059196472,0.3089798390865326,0.5395711660385132,0.5177037715911865,0.02186739444732666
12116,1,0.47745293378829956,-0.04025083780288696,0.04025083780288696,0.29323795437812805,0.3655800223350525,0.05253741890192032,0.621177077293396,0.3262854814529419,0.45678508281707764,0.47745293378829956,0.020667850971221924
12117,1,0.2815014719963074,-0.1959514617919922,0.1959514617919922,0.30047711730003357,0.3700213134288788,0.051046401262283325,0.6173079609870911,0.3316456377506256,0.42590510845184326,0.2815014719963074,0.1444036364555359
12118,1,0.16605225205421448,-0.1154492199420929,0.1154492199420929,0.3013949990272522,0.3705862760543823,0.050859853625297546,0.6168122887611389,0.33232781291007996,0.1856021285057068,0.16605225205421448,0.01954987645149231
12119,1,0.029246283695101738,-0.1368059664964676,0.1368059664964676,0.3181055188179016,0.38094303011894226,0.0475594587624073,0.6075939536094666,0.3448465168476105,0.06349273771047592,0.029246283695101738,0.034246454015374184
12120,1,-0.13989025354385376,-0.16913653910160065,0.16913653910160065,0.32565993070602417,0.3856673240661621,0.04612608999013901,0.603308916091919,0.3505648970603943,-0.08797070384025574,-0.13989025354385376,0.05191954970359802
12121,1,-0.22212913632392883,-0.08223888278007507,0.08223888278007507,0.3336346745491028,0.39068156480789185,0.044651709496974945,0.598708987236023,0.3566392958164215,-0.28242775797843933,-0.22212913632392883,0.0602986216545105
12122,1,-0.47857218980789185,-0.256443053483963,0.256443053483963,0.3468754291534424,0.399064838886261,0.04228953272104263,0.5909041166305542,0.3668063282966614,-0.34574592113494873,-0.47857218980789185,0.13282626867294312
12123,1,-0.6334598064422607,-0.1548876166343689,0.1548876166343689,0.34629663825035095,0.3986969292163849,0.04239058122038841,0.5912495255470276,0.3663598597049713,-0.6642403602600098,-0.6334598064422607,0.030780553817749023
12124,1,-0.8226776719093323,-0.18921786546707153,0.18921786546707153,0.36440786719322205,0.4102678596973419,0.0393216498196125,0.5802646279335022,0.3804137110710144,-0.8151810169219971,-0.8226776719093323,0.007496654987335205
12125,1,-0.9750739932060242,-0.1523963212966919,0.1523963212966919,0.37275514006614685,0.41563907265663147,0.037970662117004395,0.57508385181427,0.386945515871048,-1.0127005577087402,-0.9750739932060242,0.037626564502716064
12126,1,-0.979877769947052,-0.004803776741027832,0.004803776741027832,0.3849680721759796,0.4235367178916931,0.03606392815709114,0.5673776865005493,0.39655840396881104,-1.1494898796081543,-0.979877769947052,0.1696121096611023
12127,1,-1.1419517993927002,-0.1620740294456482,0.1620740294456482,0.39664584398269653,0.431127667427063,0.034316305071115494,0.5598765015602112,0.405807226896286,-1.0800840854644775,-1.1419517993927002,0.061867713928222656
12128,1,-1.189946174621582,-0.047994375228881836,0.047994375228881836,0.39469239115715027,0.4298553764820099,0.03460358455777168,0.5611399412155151,0.4042564630508423,-1.2653108835220337,-1.189946174621582,0.07536470890045166
12129,1,-1.362788200378418,-0.17284202575683594,0.17284202575683594,0.4059790372848511,0.4372190237045288,0.032971154898405075,0.5537936091423035,0.41323521733283997,-1.2748662233352661,-1.362788200378418,0.08792197704315186
12130,1,-1.441462755203247,-0.0786745548248291,0.0786745548248291,0.40843915939331055,0.4388279914855957,0.032624077051877975,0.5521778464317322,0.41519811749458313,-1.468515396118164,-1.441462755203247,0.027052640914916992
12131,1,-1.619139552116394,-0.17767679691314697,0.17767679691314697,0.4199296534061432,0.44635912775993347,0.031043479219079018,0.544565737247467,0.42439085245132446,-1.5136692523956299,-1.619139552116394,0.10547029972076416
12132,1,-1.7845165729522705,-0.16537702083587646,0.16537702083587646,0.42579856514930725,0.45021525025367737,0.030261438339948654,0.5406379699707031,0.4291006624698639,-1.6946773529052734,-1.7845165729522705,0.08983922004699707
12133,1,-1.918543815612793,-0.13402724266052246,0.13402724266052246,0.4382130205631256,0.4583894610404968,0.02866205945611,0.5322468876838684,0.4390910565853119,-1.8352832794189453,-1.918543815612793,0.08326053619384766
12134,1,-1.8790488243103027,0.039494991302490234,0.039494991302490234,0.4494168758392334,0.4657832384109497,0.02728084661066532,0.5245844125747681,0.44813472032546997,-1.9260141849517822,-1.8790488243103027,0.04696536064147949
12135,1,-2.0071678161621094,-0.12811899185180664,0.12811899185180664,0.4559115767478943,0.47007468342781067,0.02650645188987255,0.5201067328453064,0.45338675379753113,-1.8080191612243652,-2.0071678161621094,0.19914865493774414
12136,1,-2.1384096145629883,-0.1312417984008789,0.1312417984008789,0.45596686005592346,0.47011125087738037,0.026499954983592033,0.5200685262680054,0.45343151688575745,-1.9418638944625854,-2.1384096145629883,0.19654572010040283
12137,1,-2.1747357845306396,-0.03632616996765137,0.03632616996765137,0.4650283455848694,0.4761035442352295,0.025451157242059708,0.5137801766395569,0.4607686698436737,-2.053205728530884,-2.1747357845306396,0.12153005599975586
12138,1,-1.9661158323287964,0.20861995220184326,0.20861995220184326,0.4719582796096802,0.4806886315345764,0.024673225358128548,0.5089412927627563,0.46638548374176025,-2.042478084564209,-1.9661158323287964,0.0763622522354126
12139,1,-1.8373867273330688,0.12872910499572754,0.12872910499572754,0.47020223736763,0.4795266389846802,0.024868404492735863,0.5101698040962219,0.46496179699897766,-1.7466981410980225,-1.8373867273330688,0.09068858623504639
12140,1,-1.7637461423873901,0.07364058494567871,0.07364058494567871,0.4579785466194153,0.4714411497116089,0.02626398578286171,0.5186764597892761,0.4550595283508301,-1.6246471405029297,-1.7637461423873901,0.13909900188446045
12141,1,-1.4478065967559814,0.3159395456314087,0.3159395456314087,0.4502341151237488,0.46632304787635803,0.02718234993517399,0.5240224003791809,0.44879522919654846,-1.5877941846847534,-1.4478065967559814,0.13998758792877197
12142,1,-1.1839865446090698,0.2638200521469116,0.2638200521469116,0.4456423819065094,0.46329084038734436,0.027739690616726875,0.5271748304367065,0.44508540630340576,-1.1890158653259277,-1.1839865446090698,0.00502932071685791
12143,1,-0.8363062143325806,0.34768033027648926,0.34768033027648926,0.427764356136322,0.4515080451965332,0.030003247782588005,0.5393165946006775,0.43068015575408936,-0.9200752377510071,-0.8363062143325806,0.08376902341842651
12144,1,-0.49820736050605774,0.3380988538265228,0.3380988538265228,0.4163474440574646,0.4440085291862488,0.03152913227677345,0.546950101852417,0.42152079939842224,-0.5243096947669983,-0.49820736050605774,0.026102334260940552
12145,1,0.031455621123313904,0.5296629667282104,0.5296629667282104,0.39918118715286255,0.43278032541275024,0.03394641354680061,0.5582315921783447,0.40782198309898376,-0.1690729409456253,0.031455621123313904,0.2005285620689392
12146,1,0.3960461914539337,0.364590585231781,0.364590585231781,0.38709861040115356,0.42491891980171204,0.03573964908719063,0.5660185813903809,0.39824178814888,0.4576786160469055,0.3960461914539337,0.0616324245929718
12147,1,0.9038118124008179,0.5077656507492065,0.5077656507492065,0.3459782302379608,0.3984946012496948,0.042446259409189224,0.591439425945282,0.3661143183708191,0.7644335627555847,0.9038118124008179,0.13937824964523315
12148,1,1.0226142406463623,0.11880242824554443,0.11880242824554443,0.309194952249527,0.3754040598869324,0.049296800047159195,0.6125549674034119,0.33814823627471924,1.2158098220825195,1.0226142406463623,0.19319558143615723
12149,1,1.0328254699707031,0.01021122932434082,0.01021122932434082,0.25893640518188477,0.3449121117591858,0.06009012833237648,0.6385011076927185,0.3014087378978729,1.224017858505249,1.0328254699707031,0.1911923885345459
12150,1,1.0715546607971191,0.038729190826416016,0.038729190826416016,0.2472856640815735,0.3380427658557892,0.06284559518098831,0.643987238407135,0.29316720366477966,1.1541857719421387,1.0715546607971191,0.08263111114501953
12151,1,0.9604858160018921,-0.11106884479522705,0.11106884479522705,0.24529920518398285,0.33687955141067505,0.06332532316446304,0.6449016332626343,0.29177308082580566,1.1409944295883179,0.9604858160018921,0.18050861358642578
12152,1,0.865349531173706,-0.09513628482818604,0.09513628482818604,0.2440500110387802,0.3361492156982422,0.06362849473953247,0.6454734802246094,0.29089802503585815,0.9858378171920776,0.865349531173706,0.12048828601837158
12153,1,0.7300810813903809,-0.1352684497833252,0.1352684497833252,0.25642573833465576,0.34342512488365173,0.06067555770277977,0.6397009491920471,0.2996234893798828,0.859600305557251,0.7300810813903809,0.12951922416687012
12154,1,0.6414442658424377,-0.08863681554794312,0.08863681554794312,0.26690804958343506,0.3496575951576233,0.05826134234666824,0.634628415107727,0.3071102499961853,0.6946185827255249,0.6414442658424377,0.05317431688308716
12155,1,0.502800703048706,-0.1386435627937317,0.1386435627937317,0.28043872117996216,0.35779350996017456,0.05526009202003479,0.627839982509613,0.3168998956680298,0.5939668416976929,0.502800703048706,0.09116613864898682
12156,1,0.34112870693206787,-0.16167199611663818,0.16167199611663818,0.28847748041152954,0.3626739978790283,0.053537070751190186,0.6236820816993713,0.3227808475494385,0.4331899881362915,0.34112870693206787,0.09206128120422363
12157,1,0.06445012241601944,-0.27667859196662903,0.27667859196662903,0.30003002285957336,0.36974626779556274,0.051137495785951614,0.6175490617752075,0.33131352066993713,0.24549338221549988,0.06445012241601944,0.18104325979948044
12158,1,0.005823821295052767,-0.05862630158662796,0.05862630158662796,0.3095434010028839,0.37561994791030884,0.04922790080308914,0.6123629212379456,0.3384091854095459,-0.09432830661535263,0.005823821295052767,0.1001521279104054
12159,1,-0.13097301125526428,-0.13679683208465576,0.13679683208465576,0.33474546670913696,0.3913821280002594,0.044449444860219955,0.5980620980262756,0.35748839378356934,-0.11610589921474457,-0.13097301125526428,0.014867112040519714
12160,1,-0.44787535071372986,-0.3169023394584656,0.3169023394584656,0.33613860607147217,0.39226147532463074,0.04419684037566185,0.5972487926483154,0.35855433344841003,-0.26319485902786255,-0.44787535071372986,0.1846804916858673
12161,1,-0.5736707448959351,-0.1257953941822052,0.1257953941822052,0.3389524817466736,0.394040048122406,0.04369024932384491,0.5955990552902222,0.3607107400894165,-0.659271240234375,-0.5736707448959351,0.08560049533843994
12162,1,-0.7308092713356018,-0.15713852643966675,0.15713852643966675,0.3634521961212158,0.4096544086933136,0.039478838443756104,0.5808532238006592,0.3796680271625519,-0.7583016157150269,-0.7308092713356018,0.02749234437942505
12163,1,-0.851561963558197,-0.12075269222259521,0.12075269222259521,0.3699229061603546,0.4138140082359314,0.03842465952038765,0.5768497586250305,0.38472557067871094,-0.9108567237854004,-0.851561963558197,0.05929476022720337
12164,1,-0.9320803880691528,-0.08051842451095581,0.08051842451095581,0.3800322711467743,0.42033958435058594,0.03682465851306915,0.570509672164917,0.39266568422317505,-1.0108989477157593,-0.9320803880691528,0.07881855964660645
12165,1,-1.0376312732696533,-0.10555088520050049,0.10555088520050049,0.3879845142364502,0.4254940152168274,0.03560550883412361,0.5654520988464355,0.39894232153892517,-1.0602253675460815,-1.0376312732696533,0.022594094276428223
12166,1,-1.2281826734542847,-0.19055140018463135,0.19055140018463135,0.3923909664154053,0.42835772037506104,0.034944646060466766,0.5626240968704224,0.40243127942085266,-1.1566455364227295,-1.2281826734542847,0.07153713703155518
12167,1,-1.3561607599258423,-0.12797808647155762,0.12797808647155762,0.398234099149704,0.4321627914905548,0.03408418595790863,0.5588467121124268,0.4070691168308258,-1.3676732778549194,-1.3561607599258423,0.011512517929077148
12168,1,-1.4662878513336182,-0.11012709140777588,0.11012709140777588,0.41103047132492065,0.44052407145500183,0.03226181119680405,0.5504704117774963,0.41726773977279663,-1.4721870422363281,-1.4662878513336182,0.005899190902709961
12169,1,-1.544495940208435,-0.0782080888748169,0.0782080888748169,0.41953834891319275,0.44610223174095154,0.0310961976647377,0.5448266267776489,0.4240771532058716,-1.5535955429077148,-1.544495940208435,0.009099602699279785
12170,1,-1.5681687593460083,-0.023672819137573242,0.023672819137573242,0.4268031716346741,0.45087578892707825,0.030129266902804375,0.5399630069732666,0.4299076795578003,-1.5972341299057007,-1.5681687593460083,0.029065370559692383
12171,1,-1.5518789291381836,0.016289830207824707,0.016289830207824707,0.43175244331359863,0.4541327953338623,0.02948518842458725,0.5366272926330566,0.4338875710964203,-1.5792089700698853,-1.5518789291381836,0.02733004093170166
12172,1,-1.6393558979034424,-0.08747696876525879,0.08747696876525879,0.4331546127796173,0.4550560712814331,0.02930487133562565,0.535679042339325,0.43501606583595276,-1.526787281036377,-1.6393558979034424,0.11256861686706543
12173,1,-1.7224609851837158,-0.08310508728027344,0.08310508728027344,0.43264323472976685,0.45471933484077454,0.02937052771449089,0.5360250473022461,0.4346044659614563,-1.6321666240692139,-1.7224609851837158,0.09029436111450195
12174,1,-1.850624680519104,-0.12816369533538818,0.12816369533538818,0.438578337430954,0.45863035321235657,0.02861608937382698,0.531998336315155,0.4393855929374695,-1.713010549545288,-1.850624680519104,0.13761413097381592
12175,1,-1.793224573135376,0.05740010738372803,0.05740010738372803,0.44494950771331787,0.4628334939479828,0.027824629098176956,0.5276494026184082,0.44452595710754395,-1.8396387100219727,-1.793224573135376,0.04641413688659668
12176,1,-1.8218848705291748,-0.028660297393798828,0.028660297393798828,0.45124655961990356,0.4669918417930603,0.027060769498348236,0.523325502872467,0.44961366057395935,-1.7171192169189453,-1.8218848705291748,0.10476565361022949
12177,1,-1.710403323173523,0.11148154735565186,0.11148154735565186,0.44841301441192627,0.46512019634246826,0.027402251958847046,0.5252742767333984,0.4473234713077545,-1.745776891708374,-1.710403323173523,0.035373568534851074
12178,1,-1.5508047342300415,0.15959858894348145,0.15959858894348145,0.4489589035511017,0.465480774641037,0.027336180210113525,0.5248992443084717,0.44776463508605957,-1.587170124053955,-1.5508047342300415,0.036365389823913574
12179,1,-1.497617483139038,0.05318725109100342,0.05318725109100342,0.44189831614494324,0.4608200192451477,0.028201311826705933,0.5297354459762573,0.44206324219703674,-1.3938393592834473,-1.497617483139038,0.10377812385559082
12180,1,-1.2824782133102417,0.2151392698287964,0.2151392698287964,0.4319975972175598,0.4542941749095917,0.02945360541343689,0.536461591720581,0.43408483266830444,-1.379930019378662,-1.2824782133102417,0.09745180606842041
12181,1,-0.9675740003585815,0.31490421295166016,0.31490421295166016,0.4297991394996643,0.4528469145298004,0.029737982898950577,0.5379459261894226,0.4323161244392395,-1.1135053634643555,-0.9675740003585815,0.14593136310577393
12182,1,-0.5602735280990601,0.4073004722595215,0.4073004722595215,0.4202878773212433,0.4465942978858948,0.03099524974822998,0.5443267226219177,0.4246780276298523,-0.7213197946548462,-0.5602735280990601,0.16104626655578613
12183,1,-0.11466436833143234,0.4456091523170471,0.4456091523170471,0.40797215700149536,0.43852242827415466,0.032689739018678665,0.552484929561615,0.41482532024383545,-0.22131872177124023,-0.11466436833143234,0.10665435343980789
12184,1,0.35958752036094666,0.4742518961429596,0.4742518961429596,0.3883937895298004,0.42575979232788086,0.03554370626807213,0.565190315246582,0.3992660641670227,0.2813979685306549,0.35958752036094666,0.07818955183029175
12185,1,0.6212916374206543,0.26170411705970764,0.26170411705970764,0.3589528501033783,0.40677040815353394,0.040225934237241745,0.5836108922958374,0.37616318464279175,0.7608803510665894,0.6212916374206543,0.13958871364593506
12186,1,0.9502425193786621,0.3289508819580078,0.3289508819580078,0.31624433398246765,0.37978309392929077,0.047918111085891724,0.6086386442184448,0.34344324469566345,0.9248838424682617,0.9502425193786621,0.02535867691040039
12187,1,1.1056581735610962,0.15541565418243408,0.15541565418243408,0.28735944628715515,0.3619931638240814,0.05377404764294624,0.6242657899856567,0.32196012139320374,1.1802014112472534,1.1056581735610962,0.07454323768615723
12188,1,1.1238023042678833,0.01814413070678711,0.01814413070678711,0.25216060876846313,0.34090733528137207,0.06168060004711151,0.6417171359062195,0.2966022789478302,1.2529066801071167,1.1238023042678833,0.1291043758392334
12189,1,1.0972212553024292,-0.0265810489654541,0.0265810489654541,0.23681098222732544,0.3319358229637146,0.06540834158658981,0.6487388610839844,0.2858528196811676,1.2093217372894287,1.0972212553024292,0.11210048198699951
12190,1,0.9461249709129333,-0.15109628438949585,0.15109628438949585,0.23583592474460602,0.3313707411289215,0.0656510666012764,0.6491723656654358,0.2851766049861908,1.1397935152053833,0.9461249709129333,0.19366854429244995
12191,1,0.9616855978965759,0.015560626983642578,0.015560626983642578,0.24176371097564697,0.3348150849342346,0.06418638676404953,0.6465137600898743,0.289299875497818,0.9502444267272949,0.9616855978965759,0.011441171169281006
12192,1,0.840086042881012,-0.12159955501556396,0.12159955501556396,0.25626814365386963,0.34333187341690063,0.060712460428476334,0.6397759318351746,0.299511581659317,0.9564948081970215,0.840086042881012,0.11640876531600952
12193,1,0.6829332709312439,-0.15715277194976807,0.15715277194976807,0.2565916180610657,0.343523234128952,0.06063675507903099,0.639621913433075,0.299741268157959,0.8121988773345947,0.6829332709312439,0.12926560640335083
12194,1,0.5194781422615051,-0.16345512866973877,0.16345512866973877,0.2695111036300659,0.3512149453163147,0.05767396092414856,0.6333432793617249,0.3089827299118042,0.6285935640335083,0.5194781422615051,0.10911542177200317
