t,regime,prediction,target,abs_error,alpha_final
12137,1,-2.0532057,-2.1747358,0.121530056,0.47610354
12138,1,-2.042478,-1.9661158,0.07636225,0.48068863
12139,1,-1.7466981,-1.8373867,0.090688586,0.47952664
12140,1,-1.6246471,-1.7637461,0.139099,0.47144115
12141,1,-1.5877942,-1.4478066,0.13998759,0.46632305
12142,1,-1.1890159,-1.1839865,0.0050293207,0.46329084
12143,1,-0.92007524,-0.8363062,0.08376902,0.45150805
12144,1,-0.5243097,-0.49820736,0.026102334,0.44400853
12145,1,-0.16907296,0.03145562,0.20052858,0.43278033
12146,1,0.45767862,0.3960462,0.061632425,0.42491892
12147,1,0.7644336,0.9038118,0.13937819,0.3984946
12148,1,1.2158098,1.0226142,0.19319558,0.37540406
12149,1,1.2240179,1.0328255,0.19119239,0.3449121
12150,1,1.1541858,1.0715547,0.08263111,0.33804277
12151,1,1.1409943,0.9604858,0.1805085,0.33687955
12152,1,0.9858378,0.86534953,0.120488286,0.33614922
12153,1,0.85960025,0.7300811,0.12951916,0.34342512
12154,1,0.6946185,0.64144427,0.053174257,0.3496576
12155,1,0.59396684,0.5028007,0.09116614,0.3577935
12156,1,0.43319,0.3411287,0.09206128,0.362674
12157,1,0.24549335,0.06445012,0.18104324,0.36974627
12158,1,-0.094328314,0.0058238213,0.100152135,0.37561995
12159,1,-0.1161059,-0.13097301,0.014867112,0.39138213
12160,1,-0.26319486,-0.44787535,0.18468049,0.39226148
12161,1,-0.65927124,-0.57367074,0.085600495,0.39404005
12162,1,-0.7583016,-0.7308093,0.027492344,0.4096544
12163,1,-0.9108567,-0.85156196,0.05929476,0.413814
12164,1,-1.010899,-0.9320804,0.07881856,0.42033958
12165,1,-1.0602254,-1.0376313,0.022594094,0.42549402
12166,1,-1.1566455,-1.2281827,0.07153714,0.42835772
12167,1,-1.3676733,-1.3561608,0.011512518,0.4321628
12168,1,-1.472187,-1.4662879,0.005899191,0.44052407
12169,1,-1.5535955,-1.5444959,0.009099603,0.44610223
12170,1,-1.5972341,-1.5681688,0.02906537,0.4508758
12171,1,-1.579209,-1.5518789,0.027330041,0.4541328
12172,1,-1.5267873,-1.6393559,0.11256862,0.45505607
12173,1,-1.6321665,-1.722461,0.09029448,0.45471933
12174,1,-1.7130105,-1.8506247,0.13761413,0.45863035
12175,1,-1.8396387,-1.7932246,0.046414137,0.4628335
12176,1,-1.7171192,-1.8218849,0.10476565,0.46699184
12177,1,-1.7457769,-1.7104033,0.03537357,0.4651202
12178,1,-1.58717,-1.5508047,0.03636527,0.46548077
12179,1,-1.3938394,-1.4976175,0.103778124,0.46082002
12180,1,-1.3799301,-1.2824782,0.097451925,0.45429417
12181,1,-1.1135054,-0.967574,0.14593136,0.4528469
12182,1,-0.7213198,-0.5602735,0.16104627,0.4465943
12183,1,-0.22131872,-0.11466437,0.10665435,0.43852243
12184,1,0.281398,0.35958752,0.07818952,0.4257598
12185,1,0.76088035,0.62129164,0.13958871,0.4067704
12186,1,0.92488384,0.9502425,0.025358677,0.3797831
12187,1,1.1802015,1.1056582,0.07454336,0.36199316
12188,1,1.2529066,1.1238023,0.12910426,0.34090734
12189,1,1.2093217,1.0972213,0.11210048,0.33193582
12190,1,1.1397934,0.946125,0.19366843,0.33137074
12191,1,0.9502444,0.9616856,0.011441171,0.33481508
12192,1,0.9564948,0.84008604,0.116408765,0.34333187
12193,1,0.8121989,0.6829333,0.1292656,0.34352323
12194,1,0.6285935,0.51947814,0.10911536,0.35121495
12195,1,0.43959123,0.48698196,0.04739073,0.36024922
12196,1,0.426548,0.31680804,0.10973996,0.3699704
12197,1,0.22492853,0.13646995,0.08845858,0.37043685
12198,1,0.013946898,-0.064268105,0.078215,0.37832087
12199,1,-0.21976015,-0.2365593,0.016799152,0.3857119
12200,1,-0.40537968,-0.39171457,0.01366511,0.39429846
12201,1,-0.5630982,-0.6139731,0.05087489,0.40121856
12202,1,-0.814105,-0.7529458,0.061159194,0.4058072
12203,1,-0.9335996,-0.8564805,0.07711911,0.4156273
12204,1,-1.008411,-1.0114317,0.0030206442,0.4214232
12205,1,-1.1647465,-1.1444345,0.02031207,0.424863
12206,1,-1.2833341,-1.2548246,0.028509498,0.43134618
12207,1,-1.3702782,-1.4516288,0.081350565,0.43699682
12208,1,-1.5730679,-1.4839914,0.08907652,0.441754
12209,1,-1.5408427,-1.6558868,0.11504412,0.45014986
12210,1,-1.717051,-1.6759918,0.041059256,0.45214543
12211,1,-1.6791258,-1.7842588,0.10513306,0.45897657
12212,1,-1.7802161,-1.840738,0.06052196,0.46049917
12213,1,-1.8065596,-1.9521888,0.14562929,0.46496227
12214,1,-1.9074602,-2.025422,0.11796188,0.4681262
12215,1,-1.9505724,-1.9442257,0.0063467026,0.47277504
12216,1,-1.8088653,-1.931979,0.12311363,0.47433794
12217,1,-1.7972653,-1.9091315,0.111866236,0.47145408
12218,1,-1.7741079,-1.7953136,0.021205664,0.47081232
12219,1,-1.6347177,-1.627207,0.007510662,0.46913433
12220,1,-1.4431415,-1.3635325,0.07960892,0.4642326
12221,1,-1.1317388,-0.98447466,0.14726412,0.45797315
12222,1,-0.6680715,-0.5775738,0.09049773,0.4502989
12223,1,-0.20410702,-0.004483681,0.19962333,0.43903986
12224,1,0.47041643,0.47650248,0.0060860515,0.42882228
12225,1,0.9060379,0.71478933,0.1912486,0.40093344
12226,1,1.0213037,0.9058652,0.11543846,0.37264523
12227,1,1.1171094,0.9549859,0.1621235,0.35725534
12228,1,1.0866482,0.9839367,0.1027115,0.34571782
12229,1,1.0618582,0.9261106,0.13574755,0.34254983
12230,1,0.9609828,0.95882016,0.0021626353,0.34154475
12231,1,0.97665,0.8428161,0.13383389,0.34451228
12232,1,0.8312586,0.8041795,0.027079105,0.3436744
12233,1,0.7844335,0.56995344,0.21448004,0.35070884
12234,1,0.5020313,0.32676297,0.17526835,0.35313386
12235,1,0.20808637,0.21948817,0.011401802,0.36546198
12236,1,0.105664544,0.16091092,0.055246376,0.37897152
12237,1,0.068973444,-0.09324848,0.16222192,0.38463664
12238,1,-0.24876663,-0.2946883,0.045921683,0.3836764
12239,1,-0.47630548,-0.3753916,0.10091388,0.39482784
12240,1,-0.5224376,-0.5510971,0.028659523,0.40490967
12241,1,-0.7189429,-0.66466016,0.054282725,0.40602237
12242,1,-0.8176115,-0.90053356,0.08292204,0.4136964
12243,1,-1.0909319,-1.028301,0.06263089,0.4162949
12244,1,-1.1907437,-1.1166811,0.074062586,0.42688859
12245,1,-1.2429159,-1.2170181,0.025897741,0.43235254
12246,1,-1.323981,-1.3232553,0.00072574615,0.43588406
12247,1,-1.4160745,-1.4046596,0.0114148855,0.4400791
12248,1,-1.4740733,-1.5643892,0.09031594,0.44465575
12249,1,-1.638205,-1.7245193,0.0863142,0.44842866
12250,1,-1.7811134,-1.9529762,0.17186284,0.45578796
12251,1,-1.9877689,-2.0316508,0.043881893,0.46413106
12252,1,-1.9942553,-2.0688872,0.07463193,0.47288007
12253,1,-1.9767075,-2.092387,0.1156795,0.47591555
12254,1,-1.9660925,-2.1041627,0.13807023,0.47740775
12255,1,-1.9563847,-2.097743,0.14135838,0.4783035
12256,1,-1.9349003,-2.1277008,0.19280052,0.4785929
12257,1,-1.9667044,-1.919564,0.04714036,0.47878295
12258,1,-1.6915518,-1.7220218,0.030470014,0.47760686
12259,1,-1.4834934,-1.475452,0.008041501,0.46919
12260,1,-1.2219368,-1.169247,0.05268979,0.4614364
12261,1,-0.8841444,-0.76860553,0.115538895,0.45295733
12262,1,-0.41408664,-0.22836138,0.18572526,0.44461483
12263,1,0.23378447,0.1809517,0.052832767,0.4351512
12264,1,0.60242206,0.60317653,0.0007544756,0.41158503
12265,1,0.9671416,0.85931915,0.10782248,0.3902234
12266,1,1.1203228,0.9327728,0.18755001,0.36418384
12267,1,1.0993888,0.9719241,0.12746471,0.3486486
12268,1,1.0734599,0.91782784,0.15563202,0.34397036
12269,1,0.96815515,0.9086001,0.059555054,0.34231907
12270,1,0.93112886,0.82088286,0.110246,0.34553498
12271,1,0.8148738,0.59667057,0.21820325,0.34675094
12272,1,0.5400914,0.5233091,0.016782284,0.35222572
12273,1,0.46384817,0.3544262,0.10942197,0.36549714
12274,1,0.2634824,0.24119042,0.022291973,0.36863586
12275,1,0.1442205,0.08665658,0.057563923,0.37758395
12276,1,-0.031938642,0.027672976,0.05961162,0.38210872
12277,1,-0.0686926,-0.11291108,0.04421848,0.39044213
12278,1,-0.2308129,-0.27803,0.0472171,0.39131215
12279,1,-0.422382,-0.48820633,0.06582433,0.39632303
12280,1,-0.6687422,-0.4927121,0.17603007,0.40170208
12281,1,-0.60390943,-0.64825034,0.04434091,0.41351232
12282,1,-0.78787965,-0.82347983,0.035600185,0.41078675
12283,1,-0.9852811,-0.97532517,0.009955943,0.4164061
12284,1,-1.134996,-1.1153693,0.019626737,0.42357445
12285,1,-1.2624991,-1.1949188,0.06758034,0.42981362
12286,1,-1.3054845,-1.2934928,0.011991739,0.435944
12287,1,-1.3870633,-1.4011782,0.014114976,0.43916237
12288,1,-1.4820491,-1.431283,0.05076611,0.44336423
12289,1,-1.4710766,-1.5681345,0.09705794,0.44800165
12290,1,-1.6186955,-1.7307415,0.112046,0.44953245
12291,1,-1.7766445,-1.8029616,0.02631712,0.45598295
12292,1,-1.8038006,-1.8641163,0.06031573,0.46268114
12293,1,-1.8305961,-1.9237905,0.093194366,0.46585226
12294,1,-1.8649732,-2.0167694,0.15179622,0.46860972
12295,1,-1.943671,-1.8979216,0.045749426,0.47172582
12296,1,-1.7535923,-1.7455258,0.008066416,0.4736491
12297,1,-1.5665007,-1.6554565,0.08895588,0.46847132
12298,1,-1.4973191,-1.387599,0.10972011,0.46236023
12299,1,-1.1657712,-1.0992508,0.06652045,0.45904106
12300,1,-0.8406249,-0.7196046,0.12102032,0.44971633
12301,1,-0.3907419,-0.12828659,0.26245534,0.442001
12302,1,0.3455089,0.4368835,0.091374606,0.4345055
12303,1,0.9048399,0.7780905,0.1267494,0.4079504
12304,1,1.1246394,0.99677825,0.12786114,0.37452373
12305,1,1.2291282,1.1326336,0.096494675,0.35241598
12306,1,1.2765753,1.2120198,0.064555526,0.33781558
12307,1,1.2923156,1.066397,0.22591865,0.3287512
12308,1,1.1023917,1.024533,0.07785869,0.32687926
12309,1,1.0319548,0.96415913,0.067795634,0.33567792
12310,1,0.9522034,0.8126703,0.1395331,0.3388092
12311,1,0.774665,0.6777302,0.096934795,0.34352645
12312,1,0.6199707,0.41071942,0.20925125,0.3528572
12313,1,0.29919374,0.35956252,0.060368776,0.3597371
12314,1,0.27165446,0.13315317,0.13850129,0.3755556
12315,1,-0.0015929639,-0.10880893,0.10721596,0.37564975
12316,1,-0.2879758,-0.33253378,0.04455799,0.3850502
12317,1,-0.5371039,-0.4258645,0.1112394,0.3949796
12318,1,-0.5917724,-0.5193282,0.0724442,0.40604487
12319,1,-0.66235536,-0.6676269,0.005271554,0.40946612
12320,1,-0.82119405,-0.6897373,0.13145673,0.4119102
12321,1,-0.79252803,-0.90003204,0.10750401,0.41958064
12322,1,-1.0538559,-1.1298364,0.075980544,0.41759405
12323,1,-1.3089775,-1.3030282,0.005949259,0.4260975
12324,1,-1.4613819,-1.2968166,0.16456532,0.43619582
12325,1,-1.3695374,-1.4376389,0.068101525,0.4440261
12326,1,-1.5178865,-1.5507307,0.032844186,0.443529
12327,1,-1.6134055,-1.620669,0.007263541,0.44972166
12328,1,-1.6503993,-1.7622124,0.11181307,0.45457968
12329,1,-1.7859912,-1.8211651,0.035173893,0.45824146
12330,1,-1.8038064,-1.964968,0.16116154,0.46398884
12331,1,-1.9367914,-2.1352322,0.19844079,0.4676127
12332,1,-2.0792851,-2.1583962,0.0791111,0.47472915
12333,1,-2.0380461,-2.0333962,0.0046498775,0.48036242
12334,1,-1.846567,-2.0254855,0.17891848,0.47959307
12335,1,-1.8553425,-1.8843066,0.028964043,0.4754448
12336,1,-1.6852113,-1.9331396,0.24792826,0.47384876
12337,1,-1.7947354,-1.7370983,0.057637095,0.46940738
12338,1,-1.5431483,-1.3858958,0.15725243,0.46974432
12339,1,-1.0995758,-0.99624264,0.103333116,0.46254694
12340,1,-0.64601266,-0.6649418,0.018929124,0.45119303
12341,1,-0.31982768,-0.2492945,0.07053317,0.437728
12342,1,0.13657415,0.18773153,0.051157385,0.42886272
12343,1,0.582497,0.50646156,0.07603544,0.41288936
12344,1,0.8319654,0.83404386,0.0020784736,0.3898098
12345,1,1.0909171,0.9534076,0.13750952,0.37000188
12346,1,1.1230061,1.0585598,0.06444633,0.34984583
12347,1,1.1660099,1.0035293,0.1624806,0.34155017
12348,1,1.0597122,0.8565424,0.20316976,0.33639693
12349,1,0.8659659,0.7531188,0.11284709,0.34096992
12350,1,0.7328864,0.5735044,0.15938199,0.350122
12351,1,0.5136165,0.51686496,0.0032484531,0.35624605
12352,1,0.4603982,0.3426896,0.11770859,0.36686563
12353,1,0.25205588,0.11913153,0.13292435,0.36890244
12354,1,-0.017995209,-0.058120463,0.040125255,0.37645388
12355,1,-0.21460423,-0.1988472,0.015757024,0.38687733
12356,1,-0.35511625,-0.36631343,0.01119718,0.3947025
12357,1,-0.5351222,-0.3948108,0.14031142,0.39954805
12358,1,-0.5101,-0.60832524,0.098225236,0.4086253
12359,1,-0.7734948,-0.7624721,0.011022687,0.4060766
12360,1,-0.9305824,-0.78791344,0.14266896,0.41517806
12361,1,-0.8994141,-0.91346204,0.014047921,0.42295945
12362,1,-1.0366633,-1.0303303,0.0063329935,0.42247778
12363,1,-1.1526148,-1.1386129,0.0140019655,0.42750868
12364,1,-1.251985,-1.3532313,0.10124636,0.43228722
12365,1,-1.4899206,-1.4868511,0.00306952,0.43655035
12366,1,-1.5921899,-1.7240378,0.13184786,0.44601926
12367,1,-1.8215561,-1.7589848,0.06257129,0.45281324
12368,1,-1.7762048,-1.8196524,0.043447614,0.46208367
12369,1,-1.7992022,-1.9342917,0.13508952,0.4638582
12370,1,-1.8992938,-1.9701651,0.07087135,0.46718848
12371,1,-1.8949032,-1.9601357,0.065232515,0.47151917
12372,1,-1.850181,-1.9921335,0.14195251,0.4726233
12373,1,-1.8775842,-1.9370797,0.05949545,0.4726372
12374,1,-1.7945598,-1.942466,0.14790618,0.47314063
12375,1,-1.8105981,-1.8874302,0.076832056,0.47131556
12376,1,-1.743613,-1.6613348,0.08227825,0.4709834
12377,1,-1.4546003,-1.5001253,0.045524955,0.46784106
12378,1,-1.3052868,-1.1093178,0.19596899,0.45886555
12379,1,-0.803901,-0.6668272,0.13707381,0.4549001
12380,1,-0.27614942,-0.13661599,0.13953343,0.4436852
12381,1,0.3326738,0.30272204,0.029951751,0.43136603
12382,1,0.7313941,0.73649335,0.005099237,0.40759483
12383,1,1.0897644,1.043159,0.04660535,0.38256696
12384,1,1.2859488,1.1880617,0.09788704,0.3539829
12385,1,1.3358452,1.2091612,0.12668407,0.33414572
12386,1,1.2920537,1.0579381,0.2341156,0.32578704
12387,1,1.0947102,0.9182863,0.1764239,0.32715425
12388,1,0.9159402,0.86548805,0.050452173,0.33733773
12389,1,0.8465215,0.63139963,0.21512187,0.34588462
12390,1,0.56639326,0.4927745,0.07361877,0.34962827
12391,1,0.40945148,0.3095545,0.099897,0.36322308
12392,1,0.1968525,0.13101122,0.06584129,0.36999547
12393,1,-0.005021766,0.07970341,0.08472518,0.37867588
12394,1,-0.023782864,-0.0064127217,0.017370142,0.3886782
12395,1,-0.104485676,-0.2248541,0.12036842,0.390236
12396,1,-0.37610978,-0.3498972,0.026212573,0.3911041
12397,1,-0.49862272,-0.47325262,0.025370091,0.40139312
12398,1,-0.62026846,-0.6778781,0.057609618,0.40608016
12399,1,-0.85730755,-0.82602656,0.031280994,0.4092223
12400,1,-0.9979911,-1.062093,0.064101934,0.41792747
12401,1,-1.2560806,-1.2457485,0.010332108,0.42292956
12402,1,-1.4197007,-1.3717796,0.04792118,0.43323824
12403,1,-1.5025654,-1.5045717,0.0020062923,0.44128674
12404,1,-1.6036645,-1.5887196,0.014944911,0.44684416
12405,1,-1.6446111,-1.6458119,0.0012007952,0.45259136
12406,1,-1.6637485,-1.6092387,0.05450976,0.4562032
12407,1,-1.5733951,-1.8574393,0.28404415,0.45831066
12408,1,-1.8739593,-2.0306988,0.15673947,0.4588189
12409,1,-2.0167599,-2.0068326,0.009927273,0.4697096
12410,1,-1.9147162,-2.1387916,0.22407532,0.47514603
12411,1,-2.0415,-2.0695107,0.028010607,0.47609872
12412,1,-1.9111303,-2.0754383,0.16430795,0.47935185
12413,1,-1.9158833,-1.9765084,0.060625076,0.47721234
12414,1,-1.7896719,-1.8290489,0.039376974,0.47631833
12415,1,-1.6247461,-1.6697373,0.044991255,0.47175872
12416,1,-1.4658041,-1.5130048,0.04720068,0.46561968
12417,1,-1.3217089,-1.1930248,0.12868416,0.4591934
12418,1,-0.93075305,-0.8993761,0.031376958,0.45441276
12419,1,-0.61975247,-0.43450594,0.18524653,0.44329685
12420,1,-0.04698249,0.17473088,0.22171336,0.43771753
12421,1,0.65675294,0.5061171,0.15063584,0.42337754
12422,1,0.8836966,0.76784074,0.11585587,0.39057112
12423,1,1.0454581,0.8237231,0.221735,0.37060234
12424,1,1.0002651,0.9837911,0.016474009,0.3549705
12425,1,1.1059371,0.9688516,0.1370855,0.35002276
12426,1,1.0376908,0.97484976,0.062841,0.34109005
12427,1,1.0108645,0.80636907,0.20449543,0.34187233
12428,1,0.7986049,0.6281827,0.1704222,0.34292507
12429,1,0.5792201,0.570697,0.008523107,0.35318887
12430,1,0.5209271,0.39799437,0.1229327,0.36378142
12431,1,0.31412607,0.25482273,0.059303343,0.3661763
12432,1,0.15257588,0.20402046,0.051444575,0.3751053
12433,1,0.122453116,0.056839626,0.06561349,0.38313094
12434,1,-0.049995404,-0.07669015,0.026694749,0.38385373
12435,1,-0.19767621,-0.34617653,0.14850032,0.39027247
12436,1,-0.53297347,-0.38675895,0.14621451,0.39283028
12437,1,-0.5191643,-0.6724004,0.15323609,0.40763804
12438,1,-0.8743967,-0.68716705,0.18722963,0.40457636
12439,1,-0.8145182,-0.94211686,0.12759864,0.4198854
12440,1,-1.1248853,-1.0805534,0.04433191,0.41700724
12441,1,-1.2413135,-1.3381392,0.09682572,0.42846996
12442,1,-1.5147778,-1.4192543,0.09552348,0.4339533
12443,1,-1.52987,-1.6272845,0.09741449,0.445296
12444,1,-1.7300998,-1.6941826,0.035917163,0.44938055
12445,1,-1.7336228,-1.775673,0.042050242,0.4579782
12446,1,-1.7793863,-1.7573556,0.022030711,0.46110126
12447,1,-1.7071792,-1.7546487,0.047469497,0.46399617
12448,1,-1.6853961,-1.8368163,0.15142024,0.46329632
12449,1,-1.7826974,-1.8769748,0.09427738,0.4638579
12450,1,-1.808777,-1.9101882,0.10141122,0.46717763
12451,1,-1.8280649,-1.8366681,0.008603215,0.46891382
12452,1,-1.7143254,-1.7767174,0.062391996,0.46944368
12453,1,-1.6474861,-1.7233931,0.07590699,0.46637452
12454,1,-1.5997405,-1.5073776,0.09236288,0.46383741
12455,1,-1.3250583,-1.2616687,0.06338966,0.46140292
12456,1,-1.0435643,-0.9783311,0.06523323,0.45345843
12457,1,-0.725877,-0.61963457,0.10624242,0.4453914
12458,1,-0.3070042,-0.16056082,0.1464434,0.43776265
12459,1,0.23149437,0.26593098,0.034436613,0.42820027
12460,1,0.6535259,0.6247412,0.028784692,0.40863273
12461,1,0.9489093,0.9371351,0.011774182,0.38524428
12462,1,1.1779213,1.1105549,0.06736636,0.36198726
12463,1,1.2654309,1.1409619,0.12446904,0.341545
12464,1,1.231417,1.2516202,0.020203233,0.33135802
12465,1,1.2956717,1.1521257,0.14354599,0.32743582
12466,1,1.1666389,1.0058905,0.16074836,0.32335806
12467,1,0.9934443,0.7894259,0.20401841,0.33103666
12468,1,0.7409705,0.6099799,0.13099056,0.34115517
12469,1,0.5322361,0.5652882,0.033052087,0.3541689
12470,1,0.501124,0.3720461,0.12907791,0.3648603
12471,1,0.27304113,0.24073708,0.03230405,0.36625046
12472,1,0.13297638,0.14648515,0.013508767,0.37650165
12473,1,0.044920586,-0.11360071,0.1585213,0.3831205
12474,1,-0.27774104,-0.28166392,0.0039228797,0.3841529
12475,1,-0.45499483,-0.46498775,0.009992927,0.39628935
12476,1,-0.65105116,-0.63732016,0.013731003,0.40235534
12477,1,-0.82562864,-0.84827274,0.022644103,0.4094524
12478,1,-1.0494722,-0.9783909,0.07108134,0.41550344
12479,1,-1.1491543,-1.1231847,0.025969625,0.4247888
12480,1,-1.2768257,-1.2618693,0.014956355,0.42990637
12481,1,-1.395643,-1.408373,0.012730002,0.43599683
12482,1,-1.5236313,-1.4053746,0.11825669,0.44199166
12483,1,-1.4496821,-1.5170484,0.06736624,0.4483385
12484,1,-1.5645409,-1.6923162,0.12777531,0.4482801
12485,1,-1.7461002,-1.7406449,0.0054552555,0.45370635
12486,1,-1.7441558,-1.8358538,0.09169805,0.46076387
12487,1,-1.820148,-1.9866025,0.16645455,0.46334243
12488,1,-1.957893,-1.9563466,0.0015463829,0.46838957
12489,1,-1.861663,-1.9648793,0.10321629,0.47314045
12490,1,-1.8522856,-1.9731687,0.12088311,0.4722064
12491,1,-1.8513881,-1.9044454,0.053057313,0.4725838
12492,1,-1.7570662,-1.7436589,0.01340735,0.47219566
12493,1,-1.5600271,-1.4614172,0.098609924,0.4687053
12494,1,-1.2156972,-1.2848892,0.06919205,0.46238935
12495,1,-1.0728092,-0.8738603,0.19894892,0.45120725
12496,1,-0.54905814,-0.4694855,0.07957265,0.44840336
12497,1,-0.09467425,-0.010244889,0.08442936,0.43550375
12498,1,0.40449196,0.4178237,0.013331741,0.42255056
12499,1,0.8026288,0.87554467,0.07291585,0.4010503
12500,1,1.1897361,1.0383658,0.15137029,0.37456703
12501,1,1.2434216,1.223756,0.019665599,0.3462586
12502,1,1.3457699,1.2844342,0.061335683,0.33362782
12503,1,1.3472835,1.2231874,0.124096036,0.32223192
12504,1,1.2498817,1.0847096,0.1651721,0.32025975
12505,1,1.0834529,1.0888422,0.0053892136,0.32599577
12506,1,1.0746696,0.8618564,0.2128132,0.33369282
12507,1,0.8178666,0.76810557,0.049761057,0.33594248
12508,1,0.7153709,0.5856495,0.1297214,0.34975582
12509,1,0.5056703,0.37505662,0.13061368,0.35538337
12510,1,0.2603316,0.310722,0.050390393,0.3650335
12511,1,0.21699092,0.093782246,0.12320867,0.37719953
12512,1,-0.042898726,-0.14142926,0.09853053,0.37798592
12513,1,-0.32007486,-0.23935145,0.080723405,0.38678044
12514,1,-0.39131063,-0.4766478,0.08533716,0.39879882
12515,1,-0.6710676,-0.62170494,0.04936266,0.39971647
12516,1,-0.8036202,-0.7152773,0.088342905,0.4103703
12517,1,-0.8662609,-0.850534,0.015726864,0.41665548
12518,1,-1.000172,-1.0439515,0.043779492,0.4195443
12519,1,-1.210482,-1.0908799,0.119602084,0.4242775
12520,1,-1.2025244,-1.2075003,0.004975915,0.4333251
12521,1,-1.3144956,-1.4405421,0.12604654,0.43473056
12522,1,-1.5724075,-1.5983166,0.025909066,0.43969232
12523,1,-1.698033,-1.5564333,0.14159966,0.45005688
12524,1,-1.5643876,-1.7352144,0.1708268,0.45628834
12525,1,-1.7655914,-1.7611158,0.0044755936,0.4555757
12526,1,-1.742037,-1.8414654,0.099428296,0.46251562
