t,regime,prediction,target,abs_error,alpha_final
12117,1,0.4233915,0.28150147,0.14189002,0.1
12118,1,0.18314466,0.16605225,0.017092407,0.1
12119,1,0.04446359,0.029246284,0.015217306,0.1
12120,1,-0.1145449,-0.13989025,0.025345355,0.1
12121,1,-0.3062805,-0.22212914,0.08415136,0.1
12122,1,-0.39044958,-0.4785722,0.08812261,0.1
12123,1,-0.67293996,-0.6334598,0.03948015,0.1
12124,1,-0.83010453,-0.8226777,0.007426858,0.1
12125,1,-1.02021,-0.975074,0.045136034,0.1
12126,1,-1.1628959,-0.97987777,0.18301815,0.1
12127,1,-1.1398818,-1.1419518,0.00206995,0.1
12128,1,-1.2908947,-1.1899462,0.10094857,0.1
12129,1,-1.3152637,-1.3627882,0.047524452,0.1
12130,1,-1.4730787,-1.4414628,0.031615973,0.1
12131,1,-1.5279386,-1.6191396,0.09120095,0.1
12132,1,-1.6835177,-1.7845166,0.10099888,0.1
12133,1,-1.8202405,-1.9185438,0.09830332,0.1
12134,1,-1.9212737,-1.8790488,0.042224884,0.1
12135,1,-1.8523755,-2.0071678,0.15479231,0.1
12136,1,-1.9510615,-2.1384096,0.18734813,0.1
12137,1,-2.04938,-2.1747358,0.12535572,0.1
12138,1,-2.0568979,-1.9661158,0.09078205,0.1
12139,1,-1.8321533,-1.8373867,0.005233407,0.1
12140,1,-1.6905916,-1.7637461,0.07315457,0.1
12141,1,-1.6095564,-1.4478066,0.16174984,0.1
12142,1,-1.2777946,-1.1839865,0.093808055,0.1
12143,1,-1.0015528,-0.8363062,0.1652466,0.1
12144,1,-0.63277894,-0.49820736,0.13457158,0.1
12145,1,-0.27577198,0.03145562,0.3072276,0.1
12146,1,0.2892749,0.3960462,0.10677129,0.1
12147,1,0.6607364,0.9038118,0.24307543,0.1
12148,1,1.1681395,1.0226142,0.14552522,0.1
12149,1,1.2489798,1.0328255,0.21615434,0.1
12150,1,1.2132301,1.0715547,0.14167547,0.1
12151,1,1.212549,0.9604858,0.25206316,0.1
12152,1,1.0495248,0.86534953,0.18417525,0.1
12153,1,0.9092474,0.7300811,0.17916632,0.1
12154,1,0.72788954,0.64144427,0.08644527,0.1
12155,1,0.6061092,0.5028007,0.1033085,0.1
12156,1,0.43077916,0.3411287,0.08965045,0.1
12157,1,0.23374328,0.06445012,0.16929317,0.1
12158,1,-0.092186466,0.0058238213,0.09801029,0.1
12159,1,-0.15318674,-0.13097301,0.022213727,0.1
12160,1,-0.30373615,-0.44787535,0.1441392,0.1
12161,1,-0.6562776,-0.57367074,0.08260685,0.1
12162,1,-0.7793068,-0.7308093,0.048497558,0.1
12163,1,-0.9339848,-0.85156196,0.08242285,0.1
12164,1,-1.0432899,-0.9320804,0.11120951,0.1
12165,1,-1.1055169,-1.0376313,0.06788564,0.1
12166,1,-1.1947632,-1.2281827,0.03341949,0.1
12167,1,-1.3732347,-1.3561608,0.017073989,0.1
12168,1,-1.4795082,-1.4662879,0.01322031,0.1
12169,1,-1.5647833,-1.5444959,0.020287395,0.1
12170,1,-1.6161165,-1.5681688,0.047947764,0.1
12171,1,-1.6121798,-1.5518789,0.060300827,0.1
12172,1,-1.5697987,-1.6393559,0.06955719,0.1
12173,1,-1.6379993,-1.722461,0.08446169,0.1
12174,1,-1.7011368,-1.8506247,0.14948785,0.1
12175,1,-1.8080773,-1.7932246,0.014852762,0.1
12176,1,-1.7290449,-1.8218849,0.09283996,0.1
12177,1,-1.7410038,-1.7104033,0.030600429,0.1
12178,1,-1.6130261,-1.5508047,0.062221408,0.1
12179,1,-1.438642,-1.4976175,0.05897546,0.1
12180,1,-1.3811581,-1.2824782,0.0986799,0.1
12181,1,-1.1516676,-0.967574,0.1840936,0.1
12182,1,-0.81342596,-0.5602735,0.25315243,0.1
12183,1,-0.37223053,-0.11466437,0.25756615,0.1
12184,1,0.10815093,0.35958752,0.2514366,0.1
12185,1,0.60858846,0.62129164,0.01270318,0.1
12186,1,0.8619583,0.9502425,0.088284194,0.1
12187,1,1.1797955,1.1056582,0.07413733,0.1
12188,1,1.3032825,1.1238023,0.1794802,0.1
12189,1,1.278763,1.0972213,0.1815418,0.1
12190,1,1.2090642,0.946125,0.26293927,0.1
12191,1,1.004688,0.9616856,0.043002427,0.1
12192,1,0.99429816,0.84008604,0.15421212,0.1
12193,1,0.8314757,0.6829333,0.1485424,0.1
12194,1,0.6324482,0.51947814,0.112970054,0.1
12195,1,0.4312303,0.48698196,0.05575165,0.1
12196,1,0.3898439,0.31680804,0.073035866,0.1
12197,1,0.18888326,0.13646995,0.052413315,0.1
12198,1,-0.018667504,-0.064268105,0.0456006,0.1
12199,1,-0.24435309,-0.2365593,0.007793784,0.1
12200,1,-0.43022138,-0.39171457,0.038506806,0.1
12201,1,-0.5907089,-0.6139731,0.02326417,0.1
12202,1,-0.822582,-0.7529458,0.069636226,0.1
12203,1,-0.9531222,-0.8564805,0.09664172,0.1
12204,1,-1.0408561,-1.0114317,0.029424429,0.1
12205,1,-1.1835501,-1.1444345,0.039115667,0.1
12206,1,-1.2985091,-1.2548246,0.043684483,0.1
12207,1,-1.3867581,-1.4516288,0.064870715,0.1
12208,1,-1.5631349,-1.4839914,0.079143524,0.1
12209,1,-1.5648618,-1.6558868,0.091024995,0.1
12210,1,-1.7111075,-1.6759918,0.03511572,0.1
12211,1,-1.7010825,-1.7842588,0.083176374,0.1
12212,1,-1.782373,-1.840738,0.058365107,0.1
12213,1,-1.8115642,-1.9521888,0.14062464,0.1
12214,1,-1.8955438,-2.025422,0.12987828,0.1
12215,1,-1.9412735,-1.9442257,0.002952218,0.1
12216,1,-1.8384402,-1.931979,0.09353876,0.1
12217,1,-1.8087704,-1.9091315,0.10036111,0.1
12218,1,-1.7718971,-1.7953136,0.02341652,0.1
12219,1,-1.6467409,-1.627207,0.019533873,0.1
12220,1,-1.4690881,-1.3635325,0.105555534,0.1
12221,1,-1.1920335,-0.98447466,0.20755887,0.1
12222,1,-0.78857344,-0.5775738,0.21099967,0.1
12223,1,-0.35326344,-0.004483681,0.34877977,0.1
12224,1,0.2599416,0.47650248,0.21656087,0.1
12225,1,0.7578005,0.71478933,0.04301119,0.1
12226,1,0.97774273,0.9058652,0.07187754,0.1
12227,1,1.1414847,0.9549859,0.18649882,0.1
12228,1,1.1490173,0.9839367,0.1650806,0.1
12229,1,1.1374438,0.9261106,0.21133316,0.1
12230,1,1.0330101,0.95882016,0.07418996,0.1
12231,1,1.0354949,0.8428161,0.19267881,0.1
12232,1,0.87338513,0.8041795,0.06920564,0.1
12233,1,0.80548334,0.56995344,0.2355299,0.1
12234,1,0.51533234,0.32676297,0.18856937,0.1
12235,1,0.22032765,0.21948817,0.0008394718,0.1
12236,1,0.09260008,0.16091092,0.06831084,0.1
12237,1,0.027109474,-0.09324848,0.12035795,0.1
12238,1,-0.26539427,-0.2946883,0.029294044,0.1
12239,1,-0.48759288,-0.3753916,0.11220127,0.1
12240,1,-0.56306267,-0.5510971,0.011965573,0.1
12241,1,-0.7457712,-0.66466016,0.08111107,0.1
12242,1,-0.8523299,-0.90053356,0.048203647,0.1
12243,1,-1.0918672,-1.028301,0.06356621,0.1
12244,1,-1.2044272,-1.1166811,0.08774614,0.1
12245,1,-1.2717028,-1.2170181,0.05468464,0.1
12246,1,-1.3513207,-1.3232553,0.028065443,0.1
12247,1,-1.4361985,-1.4046596,0.031538844,0.1
12248,1,-1.4939306,-1.5643892,0.07045865,0.1
12249,1,-1.6320376,-1.7245193,0.09248161,0.1
12250,1,-1.7653463,-1.9529762,0.18762994,0.1
12251,1,-1.9582729,-2.0316508,0.07337785,0.1
12252,1,-2.001107,-2.0688872,0.067780256,0.1
12253,1,-2.0056574,-2.092387,0.08672953,0.1
12254,1,-1.9998589,-2.1041627,0.10430384,0.1
12255,1,-1.9859333,-2.097743,0.11180973,0.1
12256,1,-1.9579105,-2.1277008,0.16979027,0.1
12257,1,-1.9680917,-1.919564,0.048527718,0.1
12258,1,-1.7486496,-1.7220218,0.026627779,0.1
12259,1,-1.5423939,-1.475452,0.06694198,0.1
12260,1,-1.2866681,-1.169247,0.11742103,0.1
12261,1,-0.9668607,-0.76860553,0.19825518,0.1
12262,1,-0.54198515,-0.22836138,0.3136238,0.1
12263,1,0.035381526,0.1809517,0.14557017,0.1
12264,1,0.46004158,0.60317653,0.14313495,0.1
12265,1,0.88570267,0.85931915,0.02638352,0.1
12266,1,1.1193674,0.9327728,0.18659455,0.1
12267,1,1.1510324,0.9719241,0.17910832,0.1
12268,1,1.1476903,0.91782784,0.22986245,0.1
12269,1,1.0445447,0.9086001,0.1359446,0.1
12270,1,0.99688536,0.82088286,0.1760025,0.1
12271,1,0.86477166,0.59667057,0.2681011,0.1
12272,1,0.5802893,0.5233091,0.056980193,0.1
12273,1,0.47783083,0.3544262,0.12340462,0.1
12274,1,0.26796824,0.24119042,0.026777819,0.1
12275,1,0.12988132,0.08665658,0.043224744,0.1
12276,1,-0.052012295,0.027672976,0.07968527,0.1
12277,1,-0.11549701,-0.11291108,0.0025859252,0.1
12278,1,-0.2725972,-0.27803,0.0054328144,0.1
12279,1,-0.45351762,-0.48820633,0.03468871,0.1
12280,1,-0.68038756,-0.4927121,0.18767545,0.1
12281,1,-0.66429347,-0.64825034,0.016043127,0.1
12282,1,-0.8225471,-0.82347983,0.0009327531,0.1
12283,1,-0.99790305,-0.97532517,0.022577882,0.1
12284,1,-1.1416113,-1.1153693,0.026242018,0.1
12285,1,-1.2680933,-1.1949188,0.073174596,0.1
12286,1,-1.3263876,-1.2934928,0.03289485,0.1
12287,1,-1.4048507,-1.4011782,0.0036724806,0.1
12288,1,-1.4918883,-1.431283,0.060605288,0.1
12289,1,-1.4968362,-1.5681345,0.07129836,0.1
12290,1,-1.6142366,-1.7307415,0.11650491,0.1
12291,1,-1.7534506,-1.8029616,0.049510956,0.1
12292,1,-1.7987046,-1.8641163,0.06541169,0.1
12293,1,-1.833595,-1.9237905,0.09019542,0.1
12294,1,-1.8679998,-2.0167694,0.14876962,0.1
12295,1,-1.9353082,-1.8979216,0.037386656,0.1
12296,1,-1.7965369,-1.7455258,0.051011086,0.1
12297,1,-1.628027,-1.6554565,0.02742958,0.1
12298,1,-1.5280671,-1.387599,0.14046812,0.1
12299,1,-1.2428675,-1.0992508,0.14361668,0.1
12300,1,-0.9357328,-0.7196046,0.21612817,0.1
12301,1,-0.5272838,-0.12828659,0.3989972,0.1
12302,1,0.11142077,0.4368835,0.32546273,0.1
12303,1,0.70605683,0.7780905,0.07203364,0.1
12304,1,1.0409424,0.99677825,0.04416418,0.1
12305,1,1.2338228,1.1326336,0.101189256,0.1
12306,1,1.3343577,1.2120198,0.12233794,0.1
12307,1,1.3748114,1.066397,0.30841446,0.1
12308,1,1.1732254,1.024533,0.14869237,0.1
12309,1,1.091625,0.96415913,0.12746584,0.1
12310,1,0.9939654,0.8126703,0.1812951,0.1
12311,1,0.7969731,0.6777302,0.11924291,0.1
12312,1,0.62419873,0.41071942,0.21347931,0.1
12313,1,0.30221248,0.35956252,0.05735004,0.1
12314,1,0.2413783,0.13315317,0.10822514,0.1
12315,1,-0.023035228,-0.10880893,0.0857737,0.1
12316,1,-0.2980323,-0.33253378,0.034501463,0.1
12317,1,-0.5429695,-0.4258645,0.11710504,0.1
12318,1,-0.62982583,-0.5193282,0.11049765,0.1
12319,1,-0.7147315,-0.6676269,0.047104597,0.1
12320,1,-0.86024684,-0.6897373,0.17050952,0.1
12321,1,-0.85932666,-0.90003204,0.040705383,0.1
12322,1,-1.0707185,-1.1298364,0.059117913,0.1
12323,1,-1.2944925,-1.3030282,0.008535743,0.1
12324,1,-1.4490247,-1.2968166,0.15220809,0.1
12325,1,-1.4104667,-1.4376389,0.027172208,0.1
12326,1,-1.530241,-1.5507307,0.020489693,0.1
12327,1,-1.6183903,-1.620669,0.0022786856,0.1
12328,1,-1.6613748,-1.7622124,0.10083759,0.1
12329,1,-1.7765763,-1.8211651,0.044588804,0.1
12330,1,-1.8074119,-1.964968,0.15755606,0.1
12331,1,-1.9216337,-2.1352322,0.21359849,0.1
12332,1,-2.0560367,-2.1583962,0.10235953,0.1
12333,1,-2.0492618,-2.0333962,0.015865564,0.1
12334,1,-1.9043751,-2.0254855,0.12111044,0.1
12335,1,-1.8791039,-1.8843066,0.005202651,0.1
12336,1,-1.7253716,-1.9331396,0.20776796,0.1
12337,1,-1.7670317,-1.7370983,0.029933333,0.1
12338,1,-1.5624449,-1.3858958,0.17654908,0.1
12339,1,-1.1956701,-0.99624264,0.19942749,0.1
12340,1,-0.78383774,-0.6649418,0.11889595,0.1
12341,1,-0.43615586,-0.2492945,0.18686135,0.1
12342,1,0.0039367974,0.18773153,0.18379474,0.1
12343,1,0.46012655,0.50646156,0.04633501,0.1
12344,1,0.77471983,0.83404386,0.059324026,0.1
12345,1,1.0892814,0.9534076,0.13587385,0.1
12346,1,1.1717536,1.0585598,0.11319387,0.1
12347,1,1.2399635,1.0035293,0.23643422,0.1
12348,1,1.1350129,0.8565424,0.27847046,0.1
12349,1,0.93138474,0.7531188,0.17826593,0.1
12350,1,0.78245354,0.5735044,0.20894915,0.1
12351,1,0.5505051,0.51686496,0.033640146,0.1
12352,1,0.4685633,0.3426896,0.12587368,0.1
12353,1,0.25293344,0.11913153,0.1338019,0.1
12354,1,-0.014396146,-0.058120463,0.043724317,0.1
12355,1,-0.21956101,-0.1988472,0.020713806,0.1
12356,1,-0.37530214,-0.36631343,0.008988708,0.1
12357,1,-0.5568262,-0.3948108,0.16201538,0.1
12358,1,-0.57183206,-0.60832524,0.036493182,0.1
12359,1,-0.7990225,-0.7624721,0.036550403,0.1
12360,1,-0.9514323,-0.78791344,0.16351885,0.1
12361,1,-0.95527655,-0.91346204,0.041814506,0.1
12362,1,-1.0722611,-1.0303303,0.041930795,0.1
12363,1,-1.1768303,-1.1386129,0.038217425,0.1
12364,1,-1.2697878,-1.3532313,0.08344352,0.1
12365,1,-1.4727628,-1.4868511,0.014088273,0.1
12366,1,-1.583775,-1.7240378,0.14026272,0.1
12367,1,-1.7939925,-1.7589848,0.035007715,0.1
12368,1,-1.7967136,-1.8196524,0.022938848,0.1
12369,1,-1.8273365,-1.9342917,0.10695517,0.1
12370,1,-1.9115345,-1.9701651,0.058630586,0.1
12371,1,-1.9186149,-1.9601357,0.041520834,0.1
12372,1,-1.8836353,-1.9921335,0.108498216,0.1
12373,1,-1.8933041,-1.9370797,0.04377556,0.1
12374,1,-1.8201544,-1.942466,0.12231159,0.1
12375,1,-1.8110428,-1.8874302,0.076387405,0.1
12376,1,-1.7444601,-1.6613348,0.08312535,0.1
12377,1,-1.5065329,-1.5001253,0.0064076185,0.1
12378,1,-1.3393211,-1.1093178,0.23000336,0.1
12379,1,-0.92514175,-0.6668272,0.25831455,0.1
12380,1,-0.45117968,-0.13661599,0.3145637,0.1
12381,1,0.1168766,0.30272204,0.18584543,0.1
12382,1,0.5742052,0.73649335,0.16228813,0.1
12383,1,1.0090637,1.043159,0.034095287,0.1
12384,1,1.2929242,1.1880617,0.10486245,0.1
12385,1,1.398881,1.2091612,0.1897198,0.1
12386,1,1.3738945,1.0579381,0.31595635,0.1
12387,1,1.1649036,0.9182863,0.24661732,0.1
12388,1,0.9724516,0.86548805,0.106963575,0.1
12389,1,0.88399154,0.63139963,0.2525919,0.1
12390,1,0.5914093,0.4927745,0.09863484,0.1
12391,1,0.41579646,0.3095545,0.10624197,0.1
12392,1,0.19330876,0.13101122,0.062297538,0.1
12393,1,-0.017251864,0.07970341,0.09695528,0.1
12394,1,-0.071284354,-0.0064127217,0.06487163,0.1
12395,1,-0.16403899,-0.2248541,0.06081511,0.1
12396,1,-0.4086635,-0.3498972,0.058766305,0.1
12397,1,-0.5375572,-0.47325262,0.06430456,0.1
12398,1,-0.66092294,-0.6778781,0.016955137,0.1
12399,1,-0.8730195,-0.82602656,0.046992958,0.1
12400,1,-1.0147512,-1.062093,0.047341824,0.1
12401,1,-1.247345,-1.2457485,0.0015964508,0.1
12402,1,-1.41416,-1.3717796,0.042380452,0.1
12403,1,-1.5148237,-1.5045717,0.010251999,0.1
12404,1,-1.6200333,-1.5887196,0.031313658,0.1
12405,1,-1.6735187,-1.6458119,0.027706742,0.1
12406,1,-1.7001479,-1.6092387,0.09090912,0.1
12407,1,-1.6334136,-1.8574393,0.22402573,0.1
12408,1,-1.8555005,-2.0306988,0.17519832,0.1
12409,1,-1.9938602,-2.0068326,0.012972355,0.1
12410,1,-1.9410746,-2.1387916,0.19771695,0.1
12411,1,-2.040823,-2.0695107,0.028687716,0.1
12412,1,-1.9489346,-2.0754383,0.1265037,0.1
12413,1,-1.9345939,-1.9765084,0.041914463,0.1
12414,1,-1.8212934,-1.8290489,0.007755518,0.1
12415,1,-1.6634982,-1.6697373,0.006239176,0.1
12416,1,-1.4970832,-1.5130048,0.015921593,0.1
12417,1,-1.3364856,-1.1930248,0.14346087,0.1
12418,1,-1.0011644,-0.8993761,0.10178834,0.1
12419,1,-0.6945972,-0.43450594,0.26009125,0.1
12420,1,-0.19763666,0.17473088,0.37236756,0.1
12421,1,0.44792363,0.5061171,0.058193475,0.1
12422,1,0.7771651,0.76784074,0.009324372,0.1
12423,1,1.0213009,0.8237231,0.19757783,0.1
12424,1,1.0357826,0.9837911,0.051991463,0.1
12425,1,1.1673493,0.9688516,0.19849771,0.1
12426,1,1.1072271,0.97484976,0.13237733,0.1
12427,1,1.0750184,0.80636907,0.26864934,0.1
12428,1,0.8499872,0.6281827,0.2218045,0.1
12429,1,0.6184118,0.570697,0.04771477,0.1
12430,1,0.53350383,0.39799437,0.13550946,0.1
12431,1,0.31806666,0.25482273,0.063243926,0.1
12432,1,0.14349583,0.20402046,0.060524628,0.1
12433,1,0.08375117,0.056839626,0.026911546,0.1
12434,1,-0.0869246,-0.07669015,0.010234445,0.1
12435,1,-0.23634776,-0.34617653,0.10982877,0.1
12436,1,-0.53855217,-0.38675895,0.15179321,0.1
12437,1,-0.56712705,-0.6724004,0.105273366,0.1
12438,1,-0.87437683,-0.68716705,0.18720978,0.1
12439,1,-0.8663518,-0.94211686,0.07576507,0.1
12440,1,-1.1272261,-1.0805534,0.0466727,0.1
12441,1,-1.251303,-1.3381392,0.08683622,0.1
12442,1,-1.4961827,-1.4192543,0.07692838,0.1
12443,1,-1.5485027,-1.6272845,0.07878184,0.1
12444,1,-1.7291384,-1.6941826,0.03495574,0.1
12445,1,-1.7626891,-1.775673,0.012983918,0.1
12446,1,-1.811933,-1.7573556,0.05457747,0.1
12447,1,-1.7630677,-1.7546487,0.008419037,0.1
12448,1,-1.7341053,-1.8368163,0.10271096,0.1
12449,1,-1.7933722,-1.8769748,0.08360267,0.1
12450,1,-1.8111827,-1.9101882,0.09900546,0.1
12451,1,-1.8238862,-1.8366681,0.012781978,0.1
12452,1,-1.7327077,-1.7767174,0.044009686,0.1
12453,1,-1.6595895,-1.7233931,0.06380355,0.1
12454,1,-1.5969768,-1.5073776,0.08959913,0.1
12455,1,-1.3673465,-1.2616687,0.10567784,0.1
12456,1,-1.1074078,-0.9783311,0.12907672,0.1
12457,1,-0.80698675,-0.61963457,0.18735218,0.1
12458,1,-0.42293358,-0.16056082,0.26237276,0.1
12459,1,0.07043513,0.26593098,0.19549584,0.1
12460,1,0.5181173,0.6247412,0.10662389,0.1
12461,1,0.8783336,0.9371351,0.058801472,0.1
12462,1,1.1759906,1.1105549,0.06543565,0.1
12463,1,1.3171606,1.1409619,0.17619872,0.1
12464,1,1.3042965,1.2516202,0.05267632,0.1
12465,1,1.381402,1.1521257,0.2292763,0.1
12466,1,1.2329721,1.0058905,0.22708166,0.1
12467,1,1.0368465,0.7894259,0.24742061,0.1
12468,1,0.76493394,0.6099799,0.15495402,0.1
12469,1,0.54063183,0.5652882,0.024656355,0.1
12470,1,0.48023653,0.3720461,0.10819042,0.1
12471,1,0.24874613,0.24073708,0.008009046,0.1
12472,1,0.09636752,0.14648515,0.050117627,0.1
12473,1,-0.007521346,-0.11360071,0.10607936,0.1
12474,1,-0.30258098,-0.28166392,0.020917058,0.1
12475,1,-0.48199707,-0.46498775,0.017009318,0.1
12476,1,-0.67343277,-0.63732016,0.036112607,0.1
12477,1,-0.84618956,-0.84827274,0.0020831823,0.1
12478,1,-1.0560255,-0.9783909,0.07763463,0.1
12479,1,-1.1698878,-1.1231847,0.0467031,0.1
12480,1,-1.2967792,-1.2618693,0.034909844,0.1
12481,1,-1.4136713,-1.408373,0.005298257,0.1
12482,1,-1.5356171,-1.4053746,0.13024247,0.1
12483,1,-1.4997177,-1.5170484,0.017330647,0.1
12484,1,-1.5869312,-1.6923162,0.105384946,0.1
12485,1,-1.7364175,-1.7406449,0.0042274,0.1
12486,1,-1.7550724,-1.8358538,0.08078146,0.1
12487,1,-1.822058,-1.9866025,0.16454458,0.1
12488,1,-1.9416301,-1.9563466,0.014716506,0.1
12489,1,-1.8845184,-1.9648793,0.08036089,0.1
12490,1,-1.8697765,-1.9731687,0.10339224,0.1
12491,1,-1.8579416,-1.9044454,0.046503782,0.1
12492,1,-1.7731245,-1.7436589,0.029465556,0.1
12493,1,-1.5990744,-1.4614172,0.13765717,0.1
12494,1,-1.3003356,-1.2848892,0.0154464245,0.1
12495,1,-1.1170835,-0.8738603,0.24322325,0.1
12496,1,-0.6764318,-0.4694855,0.20694628,0.1
12497,1,-0.24279559,-0.010244889,0.2325507,0.1
12498,1,0.24676521,0.4178237,0.17105849,0.1
12499,1,0.6897068,0.87554467,0.18583786,0.1
12500,1,1.1456065,1.0383658,0.10724068,0.1
12501,1,1.2744455,1.223756,0.050689578,0.1
12502,1,1.4254117,1.2844342,0.1409775,0.1
12503,1,1.4435258,1.2231874,0.22033834,0.1
12504,1,1.3341744,1.0847096,0.24946475,0.1
12505,1,1.1442499,1.0888422,0.055407763,0.1
12506,1,1.1190672,0.8618564,0.2572108,0.1
12507,1,0.83655244,0.76810557,0.068446875,0.1
12508,1,0.7125347,0.5856495,0.12688524,0.1
12509,1,0.48984772,0.37505662,0.114791095,0.1
12510,1,0.23959658,0.310722,0.07112542,0.1
12511,1,0.168345,0.093782246,0.07456276,0.1
12512,1,-0.08010723,-0.14142926,0.061322033,0.1
12513,1,-0.34279567,-0.23935145,0.10344422,0.1
12514,1,-0.43794793,-0.4766478,0.038699865,0.1
12515,1,-0.6912041,-0.62170494,0.069499135,0.1
12516,1,-0.83141565,-0.7152773,0.11613834,0.1
12517,1,-0.9098883,-0.850534,0.059354305,0.1
12518,1,-1.0338871,-1.0439515,0.0100643635,0.1
12519,1,-1.2181952,-1.0908799,0.12731528,0.1
12520,1,-1.2384737,-1.2075003,0.030973315,0.1
12521,1,-1.3355753,-1.4405421,0.10496676,0.1
12522,1,-1.5516949,-1.5983166,0.04662168,0.1
12523,1,-1.6818488,-1.5564333,0.12541544,0.1
12524,1,-1.6064072,-1.7352144,0.12880719,0.1
12525,1,-1.7596669,-1.7611158,0.0014488697,0.1
12526,1,-1.7566743,-1.8414654,0.084791064,0.1
12527,1,-1.810513,-1.8351002,0.024587154,0.1
12528,1,-1.779264,-1.9469354,0.16767144,0.1
12529,1,-1.8678968,-1.9309613,0.063064456,0.1
12530,1,-1.8306901,-1.9350471,0.104357004,0.1
12531,1,-1.8169181,-1.8650054,0.04808724,0.1
12532,1,-1.7323389,-1.7199423,0.012396574,0.1
12533,1,-1.5752428,-1.5102154,0.065027356,0.1
12534,1,-1.3535674,-1.2902861,0.0632813,0.1
12535,1,-1.1229656,-0.9610042,0.16196138,0.1
12536,1,-0.7729072,-0.6175159,0.15539128,0.1
12537,1,-0.40739018,-0.11938919,0.288001,0.1
12538,1,0.12736565,0.3636908,0.23632514,0.1
12539,1,0.63327825,0.69622177,0.06294352,0.1
12540,1,0.960093,0.95926815,0.0008248687,0.1
12541,1,1.2016618,1.1829334,0.018728375,0.1
12542,1,1.3944902,1.0586432,0.33584702,0.1
12543,1,1.2123909,1.1257563,0.086634636,0.1
12544,1,1.2455163,0.9245125,0.3210038,0.1
12545,1,0.98390645,0.9425626,0.041343868,0.1
12546,1,0.9759225,0.7349781,0.24094445,0.1
12547,1,0.71373755,0.6189227,0.09481484,0.1
12548,1,0.5631378,0.56582546,0.002687633,0.1
12549,1,0.49160275,0.3005427,0.19106004,0.1
12550,1,0.17475317,0.21849178,0.043738604,0.1
12551,1,0.0810991,0.00842376,0.07267534,0.1
12552,1,-0.1599409,-0.09086927,0.06907163,0.1
12553,1,-0.2641382,-0.2542945,0.009843677,0.1
12554,1,-0.44029212,-0.44797766,0.007685542,0.1
12555,1,-0.64596784,-0.7261241,0.08015627,0.1
12556,1,-0.93895775,-0.8031316,0.13582617,0.1
12557,1,-0.99758273,-0.93334687,0.064235866,0.1
